fid,latitude,longitude,LONGTITUDE
"8370",40.67395,-73.94874,
"8371",40.67237,-73.95191,
"8372",40.67617,-73.96636,
"8373",40.66996,-73.956,
"8374",40.66555,-73.95497,
"8375",40.66749,-73.95556,
"8376",40.68215,-73.97002,
"8377",40.67942,-73.96469,
"8378",40.67999,-73.96462,
"8379",40.6735,-73.95562,
"8380",40.67004,-73.92207,
"8381",40.67102,-73.96172,
"8382",40.67085,-73.92316,
"8383",40.6757,-73.97473,
"8384",40.6752,-73.95231,
"8385",40.67535,-73.94992,
"8386",40.66725,-73.95017,
"8387",40.67955,-73.97382,
"8388",40.67652,-73.96198,
"8389",40.67357,-73.95467,
"8390",40.67014,-73.95342,
"8391",40.6682,-73.95261,
"8392",40.66916,-73.96187,
"8393",40.67388,-73.96709,
"8394",40.67334,-73.93269,
"8395",40.6813,-73.97449,
"8396",40.67575,-73.95074,
"8397",40.67442,-73.94096,
"8398",40.66673,-73.96158,
"8399",40.67846,-73.97157,
"8400",40.67604,-73.95071,
"8401",40.66998,-73.94702,
"8402",40.67757,-73.97017,
"8403",40.67208,-73.94071,
"8404",40.67431,-73.94065,
"8405",40.67589,-73.95525,
"8406",40.68081,-73.9729,
"8407",40.66918,-73.9475,
"8408",40.67128,-73.93664,
"8409",40.67157,-73.95807,
"8410",40.67076,-73.94876,
"8411",40.67229,-73.92729,
"8412",40.67193,-73.93003,
"8413",40.67063,-73.9337,
"8414",40.67459,-73.95742,
"8415",40.67124,-73.93401,
"8416",40.6708,-73.94011,
"8417",40.67221,-73.93937,
"8418",40.67031,-73.9354,
"8419",40.67367,-73.9223,
"8420",40.67411,-73.93023,
"8421",40.67639,-73.94714,
"8422",40.67961,-73.96325,
"8423",40.66697,-73.93225,
"8424",40.67621,-73.95052,
"8425",40.67415,-73.96291,
"8426",40.66757,-73.92981,
"8427",40.67547,-73.97361,
"8428",40.67316,-73.95397,
"8429",40.66741,-73.92974,
"8430",40.67304,-73.95615,
"8431",40.66747,-73.97473,
"8432",40.66837,-73.92454,
"8433",40.66733,-73.9535,
"8434",40.68054,-73.96278,
"8435",40.67989,-73.96212,
"8436",40.67953,-73.97303,
"8437",40.67499,-73.95729,
"8438",40.67664,-73.95172,
"8439",40.67478,-73.94418,
"8440",40.67512,-73.94703,
"8441",40.67367,-73.96507,
"8442",40.68219,-73.97259,
"8443",40.67762,-73.96539,
"8444",40.6746,-73.9474,
"8445",40.67435,-73.95087,
"8446",40.67252,-73.93918,
"8447",40.68055,-73.96425,
"8448",40.67434,-73.95549,
"8449",40.67262,-73.96286,
"8450",40.68214,-73.96536,
"8451",40.67458,-73.96079,
"8452",40.6726,-73.93992,
"8453",40.6756,-73.95232,
"8454",40.66483,-73.95883,
"8455",40.67329,-73.96627,
"8456",40.66957,-73.95764,
"8457",40.675,-73.92358,
"8458",40.66516,-73.94097,
"8459",40.67189,-73.95624,
"8460",40.67321,-73.95386,
"8461",40.66933,-73.94173,
"8462",40.67194,-73.96208,
"8463",40.6814,-73.96584,
"8464",40.67166,-73.94674,
"8465",40.67578,-73.94159,
"8466",40.67512,-73.94192,
"8467",40.66872,-73.95343,
"8468",40.66678,-73.96148,
"8469",40.67268,-73.96108,
"8470",40.67313,-73.96536,
"8471",40.67182,-73.94446,
"8472",40.67436,-73.9551,
"8473",40.66663,-73.93455,
"8474",40.67243,-73.94977,
"8475",40.67508,-73.94242,
"8476",40.66472,-73.92871,
"8477",40.67769,-73.96548,
"8478",40.67893,-73.97113,
"8479",40.67752,-73.96977,
"8480",40.66996,-73.94836,
"8481",40.66818,-73.95529,
"8482",40.6697,-73.94919,
"8483",40.66977,-73.9489,
"8484",40.67613,-73.94578,
"8485",40.67,-73.95091,
"8486",40.66891,-73.93495,
"8487",40.66568,-73.95386,
"8488",40.67785,-73.96987,
"8489",40.66858,-73.92661,
"8490",40.67852,-73.97308,
"8491",40.67604,-73.95775,
"8492",40.67222,-73.93487,
"8493",40.67061,-73.95023,
"8494",40.67085,-73.93866,
"8495",40.67881,-73.97166,
"8496",40.66627,-73.94164,
"8497",40.67597,-73.94857,
"8498",40.6692,-73.95054,
"8499",40.67596,-73.93201,
"8500",40.67205,-73.94853,
"8501",40.67881,-73.96888,
"8502",40.67347,-73.95833,
"8503",40.67177,-73.95334,
"8504",40.67172,-73.95031,
"8505",40.6716,-73.9564,
"8506",40.67326,-73.95503,
"8507",40.676,-73.92283,
"8508",40.6752,-73.94829,
"8509",40.67132,-73.95235,
"8510",40.67294,-73.93655,
"8511",40.67618,-73.95607,
"8512",40.67088,-73.95128,
"8513",40.675,-73.9422,
"8514",40.67387,-73.93944,
"8515",40.67635,-73.94378,
"8516",40.68076,-73.96415,
"8517",40.67737,-73.97159,
"8518",40.67861,-73.96999,
"8519",40.67175,-73.9436,
"8520",40.66506,-73.95177,
"8521",40.68063,-73.97334,
"8522",40.66835,-73.92335,
"8523",40.67415,-73.94007,
"8524",40.67311,-73.94679,
"8525",40.6703,-73.93597,
"8526",40.67516,-73.95416,
"8527",40.67115,-73.94932,
"8528",40.66587,-73.92966,
"8529",40.67253,-73.9223,
"8530",40.67283,-73.9447,
"8531",40.66935,-73.94133,
"8532",40.66847,-73.95225,
"8533",40.67929,-73.97097,
"8534",40.68014,-73.96539,
"8535",40.66734,-73.95637,
"8536",40.67306,-73.95509,
"8537",40.67223,-73.93027,
"8538",40.67918,-73.97408,
"8539",40.67452,-73.95906,
"8540",40.66912,-73.97493,
"8541",40.68215,-73.96526,
"8542",40.66531,-73.93267,
"8543",40.67265,-73.94728,
"8544",40.67262,-73.97372,
"8545",40.68162,-73.96818,
"8546",40.67133,-73.94631,
"8547",40.67355,-73.94567,
"8548",40.67424,-73.94098,
"8549",40.67817,-73.97152,
"8550",40.67534,-73.97332,
"8551",40.67442,-73.95165,
"8552",40.67244,-73.95992,
"8553",40.67331,-73.97471,
"8554",40.67826,-73.96379,
"8555",40.67152,-73.94712,
"8556",40.67786,-73.97029,
"8557",40.66988,-73.94682,
"8558",40.66655,-73.95005,
"8559",40.66844,-73.95857,
"8560",40.67299,-73.95804,
"8561",40.67536,-73.94237,
"8562",40.67549,-73.94392,
"8563",40.66661,-73.95301,
"8564",40.6753,-73.96768,
"8565",40.6716,-73.95847,
"8566",40.6779,-73.96393,
"8567",40.66456,-73.95216,
"8568",40.6761,-73.93502,
"8569",40.67249,-73.95564,
"8570",40.66571,-73.95191,
"8571",40.67625,-73.97038,
"8572",40.67441,-73.95235,
"8573",40.67315,-73.9288,
"8574",40.67646,-73.94333,
"8575",40.67179,-73.95363,
"8576",40.67616,-73.9404,
"8577",40.67193,-73.97334,
"8578",40.67471,-73.9616,
"8579",40.67013,-73.95375,
"8580",40.6775,-73.9634,
"8581",40.67548,-73.93992,
"8582",40.66708,-73.92968,
"8583",40.67506,-73.94648,
"8584",40.67551,-73.94047,
"8585",40.67267,-73.95786,
"8586",40.67119,-73.93468,
"8587",40.67188,-73.95049,
"8588",40.67405,-73.95264,
"8589",40.68056,-73.97251,
"8590",40.67452,-73.96618,
"8591",40.66856,-73.93937,
"8592",40.6685,-73.95364,
"8593",40.6805,-73.97376,
"8594",40.67005,-73.93276,
"8595",40.67888,-73.97077,
"8596",40.66527,-73.95729,
"8597",40.68187,-73.97075,
"8598",40.67317,-73.94104,
"8599",40.67325,-73.94666,
"8600",40.66644,-73.94665,
"8601",40.67105,-73.95451,
"8602",40.67185,-73.94524,
"8603",40.67632,-73.96617,
"8604",40.6771,-73.97174,
"8605",40.67612,-73.95856,
"8606",40.67431,-73.95847,
"8607",40.681,-73.96827,
"8608",40.66915,-73.95321,
"8609",40.67427,-73.94826,
"8610",40.66911,-73.95982,
"8611",40.66897,-73.92848,
"8612",40.67428,-73.9481,
"8613",40.66835,-73.93112,
"8614",40.66997,-73.93221,
"8615",40.673,-73.95043,
"8616",40.66566,-73.93698,
"8617",40.6776,-73.96961,
"8618",40.67128,-73.95895,
"8619",40.67743,-73.97202,
"8620",40.6757,-73.95121,
"8621",40.6751,-73.953,
"8622",40.6786,-73.96308,
"8623",40.665,-73.95362,
"8624",40.67959,-73.96736,
"8625",40.67414,-73.9662,
"8626",40.66854,-73.95857,
"8627",40.67111,-73.92237,
"8628",40.67066,-73.94801,
"8629",40.66978,-73.95009,
"8630",40.67652,-73.94016,
"8631",40.66916,-73.93182,
"8632",40.67241,-73.95041,
"8633",40.675,-73.9631,
"8634",40.68106,-73.97304,
"8635",40.67651,-73.96681,
"8636",40.66661,-73.95367,
"8637",40.66878,-73.93938,
"8638",40.66779,-73.92875,
"8639",40.66947,-73.95593,
"8640",40.67911,-73.9725,
"8641",40.66828,-73.95341,
"8642",40.67616,-73.97009,
"8643",40.67639,-73.94785,
"8644",40.67637,-73.95527,
"8645",40.67248,-73.92962,
"8646",40.67041,-73.9463,
"8647",40.6745,-73.92612,
"8648",40.67453,-73.94164,
"8649",40.6758,-73.94146,
"8650",40.67165,-73.93143,
"8651",40.67301,-73.97154,
"8652",40.67387,-73.9424,
"8653",40.66568,-73.94176,
"8654",40.6704,-73.95038,
"8655",40.66697,-73.93508,
"8656",40.67953,-73.97334,
"8657",40.67318,-73.95566,
"8658",40.67023,-73.9567,
"8659",40.66652,-73.93167,
"8660",40.67946,-73.97497,
"8661",40.66889,-73.92376,
"8662",40.67588,-73.92405,
"8663",40.67257,-73.94011,
"8664",40.67144,-73.92496,
"8665",40.67323,-73.96863,
"8666",40.67401,-73.92371,
"8667",40.66806,-73.95295,
"8668",40.66544,-73.9577,
"8669",40.67382,-73.96642,
"8670",40.66784,-73.95798,
"8671",40.67468,-73.96149,
"8672",40.67533,-73.94889,
"8673",40.66623,-73.92874,
"8674",40.66945,-73.95717,
"8675",40.66999,-73.95959,
"8676",40.67637,-73.94309,
"8677",40.6756,-73.9251,
"8678",40.67144,-73.94613,
"8679",40.6763,-73.97287,
"8680",40.66681,-73.9549,
"8681",40.66738,-73.93669,
"8682",40.66779,-73.93729,
"8683",40.66549,-73.94616,
"8684",40.67633,-73.94403,
"8685",40.66981,-73.95734,
"8686",40.67405,-73.96788,
"8687",40.66913,-73.94028,
"8688",40.66977,-73.95725,
"8689",40.67155,-73.95854,
"8690",40.67058,-73.9573,
"8691",40.67052,-73.95612,
"8692",40.67656,-73.9706,
"8693",40.67868,-73.97157,
"8694",40.67245,-73.97365,
"8695",40.6725,-73.93079,
"8696",40.67114,-73.94921,
"8697",40.67558,-73.9231,
"8698",40.67648,-73.93881,
"8699",40.67978,-73.96231,
"8700",40.67882,-73.96267,
"8701",40.67266,-73.92423,
"8702",40.67167,-73.94015,
"8703",40.67058,-73.95347,
"8704",40.67259,-73.9525,
"8705",40.67326,-73.95367,
"8706",40.6707,-73.93944,
"8707",40.6774,-73.96864,
"8708",40.66878,-73.93888,
"8709",40.66996,-73.92264,
"8710",40.67592,-73.92341,
"8711",40.67436,-73.96704,
"8712",40.66975,-73.92878,
"8713",40.67958,-73.96227,
"8714",40.67058,-73.93526,
"8715",40.67182,-73.95985,
"8716",40.67015,-73.94782,
"8717",40.67385,-73.94639,
"8718",40.67379,-73.95726,
"8719",40.66873,-73.95243,
"8720",40.67493,-73.94828,
"8721",40.67266,-73.95856,
"8722",40.67369,-73.94931,
"8723",40.67146,-73.93483,
"8724",40.66473,-73.93134,
"8725",40.67562,-73.95319,
"8726",40.66682,-73.93022,
"8727",40.66678,-73.93035,
"8728",40.67068,-73.95464,
"8729",40.67834,-73.96598,
"8730",40.67307,-73.93917,
"8731",40.67145,-73.93355,
"8732",40.67623,-73.93642,
"8733",40.66701,-73.93861,
"8734",40.67463,-73.9606,
"8735",40.67653,-73.93556,
"8736",40.67165,-73.95644,
"8737",40.67493,-73.94081,
"8738",40.66737,-73.9747,
"8739",40.66566,-73.93282,
"8740",40.67542,-73.9495,
"8741",40.66819,-73.93783,
"8742",40.66765,-73.93928,
"8743",40.66459,-73.96629,
"8744",40.67038,-73.92962,
"8745",40.67132,-73.93003,
"8746",40.67144,-73.93182,
"8747",40.67575,-73.94299,
"8748",40.67125,-73.94006,
"8749",40.67376,-73.95816,
"8750",40.67432,-73.94255,
"8751",40.6752,-73.94851,
"8752",40.67037,-73.92764,
"8753",40.67437,-73.96177,
"8754",40.67976,-73.9633,
"8755",40.67442,-73.92949,
"8756",40.67615,-73.93046,
"8757",40.67631,-73.92912,
"8758",40.66986,-73.95598,
"8759",40.67221,-73.94847,
"8760",40.67555,-73.95298,
"8761",40.66603,-73.92925,
"8762",40.67398,-73.94669,
"8763",40.67459,-73.9576,
"8764",40.67612,-73.93722,
"8765",40.6758,-73.95091,
"8766",40.67032,-73.93957,
"8767",40.67244,-73.92267,
"8768",40.67305,-73.92279,
"8769",40.66711,-73.9375,
"8770",40.67069,-73.94343,
"8771",40.67268,-73.94895,
"8772",40.67327,-73.94951,
"8773",40.67091,-73.97479,
"8774",40.66801,-73.94863,
"8775",40.67497,-73.94973,
"8776",40.6756,-73.95644,
"8777",40.67122,-73.94093,
"8778",40.68077,-73.97489,
"8779",40.67331,-73.93212,
"8780",40.68017,-73.97352,
"8781",40.66997,-73.92696,
"8782",40.66929,-73.96222,
"8783",40.67556,-73.94418,
"8784",40.67644,-73.94005,
"8785",40.66709,-73.96095,
"8786",40.67928,-73.97069,
"8787",40.68183,-73.96464,
"8788",40.67322,-73.95581,
"8789",40.66531,-73.93887,
"8790",40.67011,-73.9243,
"8791",40.67285,-73.95133,
"8792",40.66921,-73.93521,
"8793",40.67198,-73.95329,
"8794",40.86754,-73.92639,
"8795",40.86482,-73.92106,
"8796",40.83139,-73.94095,
"8797",40.83927,-73.94281,
"8798",40.85879,-73.93128,
"8799",40.86648,-73.9263,
"8800",40.86713,-73.92811,
"8801",40.83494,-73.93869,
"8802",40.85295,-73.93361,
"8803",40.83096,-73.94633,
"8804",40.84468,-73.94303,
"8805",40.83403,-73.94553,
"8806",40.83127,-73.94718,
"8807",40.85888,-73.92886,
"8808",40.85099,-73.92822,
"8809",40.85774,-73.92901,
"8810",40.83456,-73.9457,
"8811",40.86658,-73.92558,
"8812",40.83177,-73.95,
"8813",40.87039,-73.91611,
"8814",40.83434,-73.94027,
"8815",40.83091,-73.94223,
"8816",40.83559,-73.94095,
"8817",40.83451,-73.93885,
"8818",40.86717,-73.9194,
"8819",40.86929,-73.92421,
"8820",40.83064,-73.94076,
"8821",40.86821,-73.92252,
"8822",40.86345,-73.92039,
"8823",40.86284,-73.91955,
"8824",40.8347,-73.94857,
"8825",40.87114,-73.91791,
"8826",40.86186,-73.92701,
"8827",40.86737,-73.91877,
"8828",40.85963,-73.93107,
"8829",40.83556,-73.94609,
"8830",40.84448,-73.93978,
"8831",40.85082,-73.9378,
"8832",40.8678,-73.92619,
"8833",40.85262,-73.93821,
"8834",40.83329,-73.93834,
"8835",40.83378,-73.94966,
"8836",40.85604,-73.93469,
"8837",40.83783,-73.93832,
"8838",40.85123,-73.93223,
"8839",40.84714,-73.94172,
"8840",40.86585,-73.92693,
"8841",40.84764,-73.93875,
"8842",40.85016,-73.93178,
"8843",40.85081,-73.93118,
"8844",40.84408,-73.93675,
"8845",40.85933,-73.92863,
"8846",40.83535,-73.94334,
"8847",40.83695,-73.94124,
"8848",40.83479,-73.94345,
"8849",40.83307,-73.93957,
"8850",40.84002,-73.9385,
"8851",40.8532,-73.93225,
"8852",40.8506,-73.94023,
"8853",40.83448,-73.94476,
"8854",40.85121,-73.93734,
"8855",40.84346,-73.94471,
"8856",40.85704,-73.93789,
"8857",40.85677,-73.93727,
"8858",40.86446,-73.92694,
"8859",40.833,-73.93806,
"8860",40.8469,-73.94522,
"8861",40.8392,-73.94216,
"8862",40.86457,-73.92749,
"8863",40.85652,-73.92975,
"8864",40.83399,-73.94474,
"8865",40.83942,-73.93855,
"8866",40.85287,-73.93794,
"8867",40.85557,-73.93641,
"8868",40.84278,-73.93725,
"8869",40.85516,-73.93717,
"8870",40.84082,-73.93896,
"8871",40.8639,-73.92808,
"8872",40.86888,-73.92059,
"8873",40.86317,-73.92873,
"8874",40.83454,-73.94224,
"8875",40.83191,-73.9411,
"8876",40.85098,-73.93664,
"8877",40.84058,-73.93885,
"8878",40.84119,-73.939,
"8879",40.84531,-73.93583,
"8880",40.83426,-73.94758,
"8881",40.84966,-73.93945,
"8882",40.83358,-73.94462,
"8883",40.84309,-73.94127,
"8884",40.83677,-73.94314,
"8885",40.84203,-73.93985,
"8886",40.83482,-73.94617,
"8887",40.84915,-73.93848,
"8888",40.83252,-73.94916,
"8889",40.83333,-73.94182,
"8890",40.83418,-73.94274,
"8891",40.83687,-73.94324,
"8892",40.85084,-73.94125,
"8893",40.83549,-73.94765,
"8894",40.85504,-73.93648,
"8895",40.83383,-73.94469,
"8896",40.85719,-73.93573,
"8897",40.86786,-73.92077,
"8898",40.83568,-73.94457,
"8899",40.85893,-73.92985,
"8900",40.84919,-73.94021,
"8901",40.8365,-73.93688,
"8902",40.83686,-73.94393,
"8903",40.83473,-73.93706,
"8904",40.85304,-73.93555,
"8905",40.83367,-73.94298,
"8906",40.83058,-73.9495,
"8907",40.83132,-73.94101,
"8908",40.83328,-73.94511,
"8909",40.85083,-73.9287,
"8910",40.85529,-73.9398,
"8911",40.86176,-73.93082,
"8912",40.83365,-73.94059,
"8913",40.8362,-73.94033,
"8914",40.85153,-73.93815,
"8915",40.84943,-73.93146,
"8916",40.83473,-73.93982,
"8917",40.84464,-73.9355,
"8918",40.84686,-73.94181,
"8919",40.85672,-73.9302,
"8920",40.85988,-73.92709,
"8921",40.86711,-73.92742,
"8922",40.83818,-73.94303,
"8923",40.83602,-73.94294,
"8924",40.85749,-73.93258,
"8925",40.85722,-73.93354,
"8926",40.84787,-73.93306,
"8927",40.83456,-73.94344,
"8928",40.83428,-73.94738,
"8929",40.83469,-73.93961,
"8930",40.87279,-73.91991,
"8931",40.86496,-73.9262,
"8932",40.84261,-73.93771,
"8933",40.8544,-73.93091,
"8934",40.83048,-73.9437,
"8935",40.85104,-73.93617,
"8936",40.85083,-73.94093,
"8937",40.86626,-73.92543,
"8938",40.83714,-73.93713,
"8939",40.83089,-73.94125,
"8940",40.83335,-73.94048,
"8941",40.85181,-73.93824,
"8942",40.86644,-73.92677,
"8943",40.83488,-73.93843,
"8944",40.8552,-73.93354,
"8945",40.84769,-73.93512,
"8946",40.86335,-73.92822,
"8947",40.86821,-73.92128,
"8948",40.83653,-73.94277,
"8949",40.85171,-73.92894,
"8950",40.85658,-73.92656,
"8951",40.8442,-73.93721,
"8952",40.84749,-73.9391,
"8953",40.83301,-73.9394,
"8954",40.83779,-73.94328,
"8955",40.85198,-73.93108,
"8956",40.83729,-73.94372,
"8957",40.84359,-73.94134,
"8958",40.86648,-73.92754,
"8959",40.86494,-73.92672,
"8960",40.83554,-73.93849,
"8961",40.8447,-73.93369,
"8962",40.8545,-73.93169,
"8963",40.85341,-73.93181,
"8964",40.83299,-73.94527,
"8965",40.87206,-73.92946,
"8966",40.84522,-73.93952,
"8967",40.83242,-73.93931,
"8968",40.8434,-73.94139,
"8969",40.83551,-73.94232,
"8970",40.85396,-73.93785,
"8971",40.84503,-73.93978,
"8972",40.84347,-73.93406,
"8973",40.84898,-73.93642,
"8974",40.85769,-73.93374,
"8975",40.83481,-73.94317,
"8976",40.85991,-73.93193,
"8977",40.83514,-73.94334,
"8978",40.85494,-73.93179,
"8979",40.83891,-73.93758,
"8980",40.8558,-73.93025,
"8981",40.84347,-73.93978,
"8982",40.8538,-73.93197,
"8983",40.87093,-73.91737,
"8984",40.84245,-73.93918,
"8985",40.83741,-73.93928,
"8986",40.83413,-73.94297,
"8987",40.84305,-73.94045,
"8988",40.84035,-73.94089,
"8989",40.85882,-73.92897,
"8990",40.84411,-73.93764,
"8991",40.83987,-73.94279,
"8992",40.83776,-73.94087,
"8993",40.85901,-73.92874,
"8994",40.83562,-73.94581,
"8995",40.85677,-73.93715,
"8996",40.85475,-73.93372,
"8997",40.85228,-73.93498,
"8998",40.85457,-73.94062,
"8999",40.84656,-73.94143,
"9000",40.84773,-73.93346,
"9001",40.8327,-73.94028,
"9002",40.8531,-73.94091,
"9003",40.85111,-73.93325,
"9004",40.84064,-73.93727,
"9005",40.83998,-73.94295,
"9006",40.839,-73.94543,
"9007",40.84543,-73.94283,
"9008",40.85516,-73.9378,
"9009",40.84441,-73.94218,
"9010",40.84405,-73.93796,
"9011",40.86743,-73.92643,
"9012",40.83771,-73.94638,
"9013",40.85509,-73.93744,
"9014",40.85133,-73.93844,
"9015",40.86719,-73.92679,
"9016",40.85131,-73.94059,
"9017",40.83206,-73.94261,
"9018",40.83721,-73.93894,
"9019",40.84239,-73.93574,
"9020",40.83155,-73.94804,
"9021",40.85322,-73.93563,
"9022",40.83705,-73.9399,
"9023",40.87211,-73.91544,
"9024",40.86623,-73.91993,
"9025",40.83174,-73.94686,
"9026",40.8334,-73.93913,
"9027",40.84872,-73.93633,
"9028",40.85151,-73.93789,
"9029",40.8395,-73.9447,
"9030",40.84666,-73.9379,
"9031",40.85183,-73.94022,
"9032",40.84454,-73.94188,
"9033",40.85008,-73.94277,
"9034",40.84289,-73.93925,
"9035",40.83621,-73.94646,
"9036",40.83663,-73.94502,
"9037",40.85471,-73.93021,
"9038",40.8347,-73.94413,
"9039",40.83255,-73.94411,
"9040",40.83524,-73.943,
"9041",40.86717,-73.91943,
"9042",40.86755,-73.92336,
"9043",40.85487,-73.93777,
"9044",40.84828,-73.94284,
"9045",40.83769,-73.94207,
"9046",40.83428,-73.94446,
"9047",40.83523,-73.9398,
"9048",40.85619,-73.93117,
"9049",40.8327,-73.94486,
"9050",40.86464,-73.92768,
"9051",40.83353,-73.94393,
"9052",40.83431,-73.9402,
"9053",40.83436,-73.94735,
"9054",40.8403,-73.93833,
"9055",40.85076,-73.93049,
"9056",40.8508,-73.94004,
"9057",40.84805,-73.94209,
"9058",40.85159,-73.94036,
"9059",40.84687,-73.94004,
"9060",40.86363,-73.93002,
"9061",40.86274,-73.92842,
"9062",40.83261,-73.94328,
"9063",40.83107,-73.9486,
"9064",40.84984,-73.94187,
"9065",40.84877,-73.93515,
"9066",40.85597,-73.9333,
"9067",40.83713,-73.94343,
"9068",40.84269,-73.93605,
"9069",40.84074,-73.93544,
"9070",40.85563,-73.93509,
"9071",40.85296,-73.93527,
"9072",40.84111,-73.93698,
"9073",40.85369,-73.93187,
"9074",40.85415,-73.93108,
"9075",40.85911,-73.928,
"9076",40.85338,-73.93061,
"9077",40.83057,-73.94582,
"9078",40.84707,-73.93541,
"9079",40.83368,-73.94314,
"9080",40.8484,-73.93972,
"9081",40.84747,-73.94279,
"9082",40.85432,-73.93198,
"9083",40.87126,-73.91722,
"9084",40.84957,-73.93959,
"9085",40.85289,-73.93508,
"9086",40.85041,-73.92645,
"9087",40.83401,-73.94254,
"9088",40.83591,-73.94777,
"9089",40.85845,-73.92861,
"9090",40.84874,-73.94202,
"9091",40.8465,-73.94319,
"9092",40.84478,-73.94132,
"9093",40.86729,-73.92716,
"9094",40.84121,-73.93881,
"9095",40.84444,-73.9399,
"9096",40.86689,-73.92224,
"9097",40.87157,-73.91744,
"9098",40.8512,-73.93693,
"9099",40.86703,-73.93007,
"9100",40.85479,-73.93313,
"9101",40.83559,-73.94552,
"9102",40.86444,-73.92899,
"9103",40.84699,-73.9362,
"9104",40.8398,-73.9385,
"9105",40.83819,-73.94373,
"9106",40.84465,-73.93733,
"9107",40.86227,-73.92943,
"9108",40.84864,-73.94046,
"9109",40.85945,-73.92834,
"9110",40.87045,-73.9183,
"9111",40.84899,-73.94018,
"9112",40.83907,-73.94256,
"9113",40.85128,-73.93907,
"9114",40.85068,-73.93046,
"9115",40.84369,-73.93828,
"9116",40.84687,-73.94228,
"9117",40.83279,-73.94174,
"9118",40.85617,-73.93141,
"9119",40.84335,-73.94059,
"9120",40.85256,-73.93598,
"9121",40.84005,-73.93735,
"9122",40.86458,-73.92883,
"9123",40.83625,-73.93753,
"9124",40.83549,-73.93968,
"9125",40.85,-73.93797,
"9126",40.84504,-73.93658,
"9127",40.83288,-73.93821,
"9128",40.83113,-73.94597,
"9129",40.83358,-73.94113,
"9130",40.83424,-73.94275,
"9131",40.85147,-73.93771,
"9132",40.85509,-73.93236,
"9133",40.87045,-73.91765,
"9134",40.85884,-73.93356,
"9135",40.86615,-73.92332,
"9136",40.85139,-73.93722,
"9137",40.83403,-73.93867,
"9138",40.8686,-73.92594,
"9139",40.86569,-73.92865,
"9140",40.85064,-73.93833,
"9141",40.83871,-73.9468,
"9142",40.83379,-73.94141,
"9143",40.83473,-73.93858,
"9144",40.8471,-73.93803,
"9145",40.85143,-73.93089,
"9146",40.8379,-73.94095,
"9147",40.85823,-73.93612,
"9148",40.86818,-73.92708,
"9149",40.83723,-73.94249,
"9150",40.86912,-73.91988,
"9151",40.83865,-73.93782,
"9152",40.86679,-73.92699,
"9153",40.83365,-73.94459,
"9154",40.83525,-73.9452,
"9155",40.85612,-73.93024,
"9156",40.83625,-73.94062,
"9157",40.83117,-73.94281,
"9158",40.84901,-73.93859,
"9159",40.84393,-73.94065,
"9160",40.84411,-73.93784,
"9161",40.83135,-73.94442,
"9162",40.83219,-73.94334,
"9163",40.86609,-73.92638,
"9164",40.85585,-73.93741,
"9165",40.83336,-73.94333,
"9166",40.86083,-73.92626,
"9167",40.86761,-73.92718,
"9168",40.86679,-73.92552,
"9169",40.86313,-73.92162,
"9170",40.83038,-73.94531,
"9171",40.8348,-73.94067,
"9172",40.84077,-73.93924,
"9173",40.84098,-73.94085,
"9174",40.85043,-73.936,
"9175",40.83122,-73.94475,
"9176",40.83463,-73.94,
"9177",40.84398,-73.94064,
"9178",40.84326,-73.93901,
"9179",40.84248,-73.93849,
"9180",40.8481,-73.93585,
"9181",40.83441,-73.93706,
"9182",40.85029,-73.93645,
"9183",40.83155,-73.94489,
"9184",40.84443,-73.94118,
"9185",40.83039,-73.94532,
"9186",40.86087,-73.92724,
"9187",40.83288,-73.94306,
"9188",40.83342,-73.94949,
"9189",40.84216,-73.94101,
"9190",40.84915,-73.93317,
"9191",40.85496,-73.93406,
"9192",40.86399,-73.92321,
"9193",40.85264,-73.92976,
"9194",40.83086,-73.94478,
"9195",40.83498,-73.94801,
"9196",40.8528,-73.94114,
"9197",40.83294,-73.94167,
"9198",40.83471,-73.94288,
"9199",40.83326,-73.94215,
"9200",40.83549,-73.94729,
"9201",40.83543,-73.94456,
"9202",40.87133,-73.91562,
"9203",40.84659,-73.93252,
"9204",40.83271,-73.94007,
"9205",40.86158,-73.92393,
"9206",40.8317,-73.9429,
"9207",40.86468,-73.92209,
"9208",40.8342,-73.94303,
"9209",40.84848,-73.9343,
"9210",40.86927,-73.91719,
"9211",40.84205,-73.93716,
"9212",40.84278,-73.93916,
"9213",40.84021,-73.94191,
"9214",40.83344,-73.94442,
"9215",40.85147,-73.93618,
"9216",40.85558,-73.93777,
"9217",40.83873,-73.94118,
"9218",40.86612,-73.9189,
"9219",40.84909,-73.93829,
"9220",40.84524,-73.93508,
"9221",40.83805,-73.94307,
"9222",40.83141,-73.94722,
"9223",40.86794,-73.92792,
"9224",40.85073,-73.93851,
"9225",40.84467,-73.93374,
"9226",40.86383,-73.92905,
"9227",40.85487,-73.93509,
"9228",40.8679,-73.91842,
"9229",40.86709,-73.92962,
"9230",40.85735,-73.9298,
"9231",40.85261,-73.94203,
"9232",40.85241,-73.9368,
"9233",40.85244,-73.93126,
"9234",40.83193,-73.9364,
"9235",40.85981,-73.92835,
"9236",40.84989,-73.93044,
"9237",40.84996,-73.93937,
"9238",40.8449,-73.94034,
"9239",40.85177,-73.93652,
"9240",40.86059,-73.92986,
"9241",40.83791,-73.94075,
"9242",40.83945,-73.94353,
"9243",40.851,-73.93141,
"9244",40.83048,-73.95009,
