fid,LATITUDE,LONGITUDE
"281","40.6751522537197","-73.923438788469"
"282","40.6754350676601","-73.9234008123247"
"283","40.6748785534508","-73.9229055484994"
"284","40.6751594580152","-73.9228700823095"
"285","40.6754441961263","-73.9228521827889"
"286","40.6748338409028","-73.9224737753046"
"287","40.6751128386206","-73.9224458414533"
"288","40.6753937464204","-73.92241539292"
"289","40.6751020071508","-73.9246932895868"
"290","40.6721619452529","-73.9288239423492"
"291","40.6721488235451","-73.9286243268866"
"292","40.6721387674991","-73.9284416861999"
"293","40.6719975130623","-73.9281634833195"
"294","40.6717735040782","-73.9281888975299"
"295","40.6714372591283","-73.9283888384053"
"296","40.6712393319171","-73.9283957686921"
"297","40.671082089252","-73.9282555067578"
"298","40.6709575604433","-73.9282668905718"
"299","40.6668821934574","-73.9229505571285"
"300","40.6665209608567","-73.922786363315"
"301","40.6663169424933","-73.9227187756179"
"302","40.6661116602375","-73.9226656419941"
"303","40.6659127823931","-73.9226111247057"
"304","40.6707470884073","-73.9295906201275"
"305","40.6706198565793","-73.929061798396"
"306","40.6711712308901","-73.9290345395782"
"307","40.6714555733512","-73.9286736675424"
"308","40.6710184149209","-73.9243533517094"
"309","40.6713648792805","-73.9306734892188"
"310","40.6713508553935","-73.9304807163274"
"311","40.6711391589356","-73.9266411178129"
"312","40.671127702255","-73.9264079624863"
"313","40.6711124215118","-73.9261734028706"
"314","40.6710986923356","-73.9259437498625"
"315","40.6714098985374","-73.9251764476137"
"316","40.8311196845247","-73.9430356003667"
"317","40.8324258484562","-73.9420827949354"
"318","40.8611461965315","-73.9239729370657"
"319","40.8596912809366","-73.9230296284836"
"320","40.8614417320024","-73.9232006043959"
"321","40.8603631603458","-73.9224742717027"
"322","40.8617880034559","-73.922511869308"
"323","40.8610272595652","-73.9219230403977"
"324","40.8617974675899","-73.9216756523941"
"325","40.8333048183908","-73.9419877115453"
"326","40.8310429128436","-73.9376362930925"
"327","40.8312681322121","-73.9374786893671"
"328","40.8309856051284","-73.9383881029788"
"329","40.8311329293475","-73.9387390728326"
"330","40.8319390295581","-73.937523457716"
"331","40.8320817715027","-73.9378986489646"
"332","40.8323502134218","-73.935783993441"
"333","40.832591193247","-73.9363791305634"
"334","40.8328441420057","-73.9369494488475"
"335","40.833185345687","-73.9374455468042"
"336","40.8334650274853","-73.9369970843577"
"337","40.8338090962905","-73.9364893788581"
"338","40.8341652033638","-73.935978447094"
"339","40.8334604920305","-73.9360292756851"
"340","40.8330236584357","-73.9359933729945"
"341","40.7102085672196","-73.9992303984501"
"342","40.710109243239","-74.0002152065669"
"343","40.7106124298365","-74.0001974582972"
"344","40.7113175175803","-73.9993973067123"
"345","40.7859757538683","-73.9752625818911"
"346","40.7970218017558","-73.968523905829"
"347","40.771974058902","-73.9868957773471"
"348","40.772157960425","-73.9867061301354"
"349","40.7726055457248","-73.9864602082401"
"350","40.7727931257525","-73.9862763033274"
"351","40.773234470772","-73.9860028741829"
"352","40.7734146929436","-73.9858189678118"
"353","40.7727590946562","-73.987133135988"
"354","40.7729744915159","-73.9869742298043"
"355","40.77324667418","-73.986770953511"
"356","40.7733933762295","-73.9866635250483"
"357","40.7736324474473","-73.9864118674577"
"358","40.7738678634549","-73.9863682713873"
"359","40.773016370351","-73.9876031820327"
"360","40.7731490941777","-73.9874994742281"
"361","40.7734470271069","-73.987291355865"
"362","40.7732326273255","-73.988110152189"
"363","40.7733657808643","-73.9880210690687"
"364","40.7736600336103","-73.9877887591009"
"365","40.7727934211922","-73.9891193515327"
"366","40.7730619300242","-73.9889257626589"
"367","40.7731680270531","-73.9887745461808"
"368","40.7734365352906","-73.9885809548277"
"369","40.773603427033","-73.9885240157272"
"370","40.773875613386","-73.9883304214535"
"371","40.7748423318432","-73.9868736210036"
"372","40.7924461418066","-73.9721120630325"
"373","40.7982697840753","-73.9675233475081"
"374","40.7955391625971","-73.9649403113895"
"375","40.7953306914019","-73.9643791180545"
"376","40.7960609496643","-73.9643956622433"
"377","40.7967755624967","-73.9638822058838"
"378","40.7971087409795","-73.9630775638192"
"379","40.797163452596","-73.9637698689316"
"380","40.7971871418175","-73.9648835567485"
"381","40.7976501055023","-73.964929988992"
"382","40.7975024118211","-73.9655901644752"
"383","40.7963501325943","-73.9633018497299"
"384","40.7967530729997","-73.9631609898476"
"385","40.796801849358","-73.9660920241096"
"386","40.7961331107858","-73.9659743639246"
"387","40.7964889489144","-73.9653944351733"
"388","40.7981932763459","-73.9655160908631"
"389","40.7978553605519","-73.9664723406989"
"390","40.7981059747465","-73.9668858783116"
"391","40.768749038079","-73.9901529798223"
"392","40.7981310784969","-73.9699544623713"
"393","40.7995615283961","-73.9694079171296"
"394","40.7995434767429","-73.9693595305883"
"395","40.7995210987261","-73.9692997050296"
"396","40.7994944802687","-73.9692467851954"
"397","40.7994720153196","-73.9691988439731"
"398","40.7994538215725","-73.9691380212058"
"399","40.7994018486308","-73.9690584333565"
"400","40.7999449118721","-73.9687814067691"
"401","40.7910350598641","-73.967442982117"
"402","40.7897873965204","-73.9702969538555"
"403","40.7914097707006","-73.9698494737088"
"404","40.7914419433497","-73.9699133007962"
"405","40.7914639560576","-73.9699753623722"
"406","40.7914875035962","-73.9700320796573"
"407","40.791505385719","-73.9700840186859"
"408","40.7915372867081","-73.970145996559"
"409","40.791567517345","-73.9702083982282"
"410","40.791592209292","-73.9702755406213"
"411","40.7916154984297","-73.9703295011025"
"412","40.7916379829757","-73.9703853340352"
"413","40.7887400396812","-73.967864359098"
"414","40.7887622347735","-73.9679144509679"
"415","40.788789446461","-73.9679740010439"
"416","40.7888135580538","-73.9680218658369"
"417","40.7888375162271","-73.9680816000212"
"418","40.7888587261845","-73.9681418533192"
"419","40.7888886334035","-73.9681965090771"
"420","40.7889048936888","-73.9682550942545"
"421","40.7889321816582","-73.9683143388832"
"422","40.7889488586343","-73.9683689832927"
"423","40.7889799402733","-73.9684279300088"
"424","40.7892547148901","-73.9690667012224"
"425","40.7892740940974","-73.9691254015985"
"426","40.7893071758194","-73.9691894355781"
"427","40.7893317698501","-73.9692552104646"
"428","40.7882668500064","-73.9682219910786"
"429","40.7882943553867","-73.968292399261"
"430","40.7883152174414","-73.9683453623094"
"431","40.7883386202567","-73.9684066165078"
"432","40.788359293121","-73.9684660427308"
"433","40.7884695790368","-73.9691842949677"
"434","40.7884995437549","-73.9692436722344"
"435","40.7885257700708","-73.9693083389965"
"436","40.7879781782329","-73.9694780541183"
"437","40.7880069537825","-73.9695497059528"
"438","40.7880301609284","-73.9696123951502"
"439","40.7919336461242","-73.9696892981897"
"440","40.7900518436803","-73.9690975875205"
"441","40.7892352663198","-73.9736328393066"
"442","40.6593990976918","-73.9375289483442"
"443","40.6593957313561","-73.9375965915017"
"444","40.6593899448722","-73.9376634600135"
"445","40.6593855041137","-73.937739370992"
"446","40.6593782493813","-73.9378106385548"
"447","40.6593753186632","-73.9378814929316"
"448","40.6593723483753","-73.9379491877084"
"449","40.6593665227832","-73.9380224050251"
"450","40.6593650318119","-73.9380931681742"
"451","40.6593607120524","-73.9381651944833"
"452","40.6593549467891","-73.9382336261506"
"453","40.6593534877074","-73.9383019663185"
"454","40.662236948838","-73.9501175968344"
"455","40.6622395922776","-73.9500480173281"
"456","40.6622455261661","-73.9499784471741"
"457","40.6622490438762","-73.9499066922921"
"458","40.6622542276066","-73.9498372539426"
"459","40.6622569558189","-73.9497662848497"
"460","40.662006222992","-73.9384711553313"
"461","40.8160103875668","-73.9070501197105"
"462","40.8166302706544","-73.9066562125921"
"463","40.8169051041055","-73.9062122051997"
"464","40.8171282868849","-73.9052999315559"
"465","40.8166482840654","-73.904482301258"
"466","40.8161043198487","-73.9046162187625"
"467","40.8155647261195","-73.9047541032249"
"468","40.8183729428402","-73.9177560905675"
"469","40.8190290528221","-73.9174723500447"
"470","40.8230518428145","-73.9185108922019"
"471","40.8228203387484","-73.9178990001606"
"472","40.8225381538774","-73.9170397227351"
"473","40.8218129921846","-73.9174159274139"
"474","40.8219074961697","-73.9183905189535"
"475","40.8221146408067","-73.9190136133577"
"476","40.822393417729","-73.9195583334416"
"477","40.8197857585875","-73.9184015535023"
"478","40.8210709808171","-73.918117278662"
"479","40.8200413673772","-73.9193862009264"
"480","40.8212654627452","-73.9188355013267"
"481","40.8201551429257","-73.9200309405419"
"482","40.8214769187913","-73.9194308255343"
"483","40.8203520250823","-73.9207971973825"
"484","40.8209002117665","-73.9200683111951"
"485","40.8058587127","-73.9198575138738"
"486","40.8063102879546","-73.9193570398249"
"487","40.8055206578415","-73.9190898466886"
"488","40.8059196298118","-73.9187105349547"
"489","40.8050525321749","-73.9183039306877"
"490","40.8051155254872","-73.9174579627817"
"491","40.8050695674797","-73.9170400106472"
"492","40.8049194582399","-73.9162235989396"
"493","40.8047412988198","-73.9158684214703"
"494","40.8039715934313","-73.9158593674957"
"495","40.8089335871846","-73.9273219844589"
"496","40.8101410630107","-73.9264511170734"
"497","40.8097731741606","-73.9256323077459"
"498","40.8092580851642","-73.9262399196196"
"499","40.8086014446676","-73.9264952514365"
"500","40.8086023562362","-73.9249830408765"
"501","40.8085018650262","-73.9244602036917"
"502","40.8088192730218","-73.9233813861812"
"503","40.8076663329568","-73.9242280200622"
"504","40.809868155717","-73.9276686040382"
"505","40.8128981801214","-73.9102280330603"
"506","40.8132719950258","-73.9102214545216"
"507","40.8127448677612","-73.9099902212411"
"508","40.8125691584994","-73.9095591874228"
"509","40.8109830893876","-73.921979014811"
"510","40.8114394254174","-73.9217328048197"
"511","40.8118508456652","-73.9227406371528"
"512","40.8123200036204","-73.9230685023189"
"513","40.8126098112664","-73.9221782620393"
"514","40.8121937918675","-73.9212007981852"
"515","40.8130505139688","-73.9217459459657"
"516","40.8126378165412","-73.9207528555565"
"517","40.812089630129","-73.9258571540291"
"518","40.8124094949841","-73.9252851812212"
"519","40.8126773728834","-73.9256007429239"
"520","40.813169943839","-73.925310518714"
"521","40.8135925851729","-73.9249403038795"
"522","40.813772303234","-73.9245270438884"
"523","40.8143496419898","-73.9244131278374"
"524","40.8141370222542","-73.9239152683213"
"525","40.8147454056337","-73.9236008826031"
"526","40.8151101879549","-73.9238920387313"
"527","40.8154533818957","-73.9234920396249"
"528","40.8154207733693","-73.9230364880369"
"529","40.8151642903343","-73.9224334469634"
"530","40.8148087601933","-73.9230525626722"
"531","40.8145132136258","-73.9227795553756"
"532","40.8147198745698","-73.9220268410616"
"533","40.8143210436102","-73.9217613501466"
"534","40.8140951531078","-73.9221260799442"
"535","40.8136953870583","-73.9227712404643"
"536","40.8140647784755","-73.9230502333625"
"537","40.8137670139623","-73.9236113027664"
"538","40.8134022308515","-73.9233201528679"
"539","40.8132653074116","-73.9240574318058"
"540","40.8129377580765","-73.9242400339188"
"541","40.8126132134351","-73.9247517294773"
"542","40.8142318038718","-73.9104065767855"
"543","40.815100858302","-73.9096950213651"
"544","40.8165962010015","-73.9090217622946"
"545","40.8173581971702","-73.908131317056"
"546","40.817942187427","-73.9076363414392"
"547","40.8172551699942","-73.9073352230584"
"548","40.8212877352439","-73.9078361120674"
"549","40.8214169184009","-73.9077873327221"
"550","40.8215553258522","-73.9077324653323"
"551","40.8216983580409","-73.9076897414563"
"552","40.8218044659304","-73.9076409935525"
"553","40.8205658565709","-73.9081486354224"
"554","40.8206765788141","-73.9080998827079"
"555","40.8207734559141","-73.9080511489614"
"556","40.8203814625899","-73.9089579950552"
"557","40.8203444174469","-73.908800095706"
"558","40.820312001567","-73.9086604162202"
"559","40.8202749801156","-73.9085328931002"
"560","40.8202425783891","-73.9084114387094"
"561","40.8217275991542","-73.9084422038072"
"562","40.8216168719643","-73.9084848816572"
"563","40.8215107637147","-73.9085336280779"
"564","40.8214184870119","-73.9085641301807"
"565","40.8213077694006","-73.9086189577034"
"566","40.821183191305","-73.9086555789691"
"567","40.7973928302755","-73.9298714470808"
"568","40.7976550183396","-73.930094380453"
"569","40.7979554044564","-73.9306685801688"
"570","40.7982798998059","-73.9314459281676"
"571","40.7981742612713","-73.9300430370385"
"572","40.7984499207877","-73.9302963148922"
"573","40.7989681243568","-73.9309776277711"
"574","40.799242480664","-73.931671733958"
"575","40.7994251498022","-73.9323835478867"
"576","40.7991927087481","-73.9305096666011"
"577","40.7996006688733","-73.930654075828"
"578","40.7997654826563","-73.9314230127159"
"579","40.8000643428026","-73.9319207727764"
"580","40.8007900840718","-73.9324350400549"
"581","40.6829912064431","-73.9702356565683"
"582","40.6986224491735","-73.9819079204616"
"583","40.6994507113547","-73.9810344332596"
"584","40.6994751335694","-73.9826459857017"
"585","40.6999349896677","-73.9810016269079"
"586","40.7000107376117","-73.9826289878047"
"587","40.700854791679","-73.9814772559636"
"588","40.7001651035003","-73.9834485520719"
"589","40.7011047213816","-73.9825774934609"
"590","40.7008975480555","-73.984307020934"
"591","40.7011285842406","-73.9831780757689"
"592","40.6921989753752","-73.971840145725"
"593","40.6954767457892","-73.9681542704103"
"594","40.6953755195062","-73.9681341540158"
"595","40.6947955331207","-73.9680230856335"
"596","40.6944902502173","-73.9682241235469"
"597","40.6849727486515","-73.9623811372996"
"598","40.6849298281654","-73.9885377538942"
"599","40.6843788379775","-73.9871082045473"
"600","40.6847028021308","-73.9888473200391"
"601","40.6845295431804","-73.9889678494339"
"602","40.6840896382739","-73.9869831509388"
"603","40.6839004565753","-73.9871036883314"
"604","40.6841267481328","-73.9890653757341"
"605","40.6839241431931","-73.9887465852419"
"606","40.6836001345836","-73.9879282433408"
"607","40.6835255609803","-73.9875291026286"
"608","40.6836303640179","-73.9894498171078"
"609","40.6834296719221","-73.989131028692"
"610","40.6830784878242","-73.9882352253658"
"611","40.6830058260671","-73.9878436187056"
"612","40.6833746361664","-73.989749858368"
"613","40.6831988282461","-73.9898653630975"
"614","40.6828014399425","-73.9893515714042"
"615","40.6825752313194","-73.988778859027"
"616","40.6826725103335","-73.9879342311792"
"617","40.6824947934716","-73.9880597815122"
"618","40.6827886149883","-73.9900163720351"
"619","40.6821670033674","-73.9884093943678"
"620","40.6841379820765","-73.9877939750801"
"621","40.6843244121615","-73.9882554479143"
"622","40.6937962836836","-73.9786497343176"
"623","40.6939625989991","-73.9789359107878"
"624","40.694295058796","-73.978596328482"
"625","40.6943524294067","-73.9788047065905"
"626","40.6945187021043","-73.9788548700594"
"627","40.6943046880514","-73.9792707025576"
"628","40.6944690448089","-73.9792988984161"
"629","40.6945187892128","-73.9796121091417"
"630","40.6948285600155","-73.9784352782357"
"631","40.6949610861825","-73.9785724935316"
"632","40.6950299305892","-73.9788168596393"
"633","40.6951879163319","-73.9788402449117"
"634","40.6949597318203","-73.9794414205779"
"635","40.6951177397792","-73.9795853268551"
"636","40.6950973944436","-73.9798096355695"
"637","40.6958837534804","-73.9785786593292"
"638","40.6956161933912","-73.9785218315744"
"639","40.6955913815817","-73.9792184053156"
"640","40.6959200818472","-73.9792015637325"
"641","40.6956121913651","-73.9798607935931"
"642","40.6959383441738","-73.9798439559419"
"643","40.6938378164656","-73.9798034507516"
"644","40.6940467910577","-73.979977470429"
"645","40.6938721881946","-73.9804981945328"
"646","40.6938779487713","-73.980658255554"
"647","40.6940442376165","-73.9812578553609"
"648","40.6940461688806","-73.9813833947439"
"649","40.6940682825394","-73.9819414398118"
"650","40.6940702165766","-73.9820895755073"
"651","40.6942825805778","-73.9804021226551"
"652","40.6945195645798","-73.9804690069157"
"653","40.6944871300474","-73.9811173253989"
"654","40.6944957777673","-73.981411087884"
"655","40.6944030747913","-73.9820598975063"
"656","40.6946410078384","-73.9820918463917"
"657","40.6949222783366","-73.980990501119"
"658","40.6949261271686","-73.9811495193598"
"659","40.6949982779942","-73.9818665774975"
"660","40.6950054743775","-73.9820586540351"
"661","40.69501380002","-73.9805052788256"
"662","40.6953033281284","-73.9805146095453"
"663","40.6952501987807","-73.981396188954"
"664","40.6954866986632","-73.981424370352"
"665","40.6956585624987","-73.9806649987391"
"666","40.6956704452075","-73.9810138476689"
"667","40.7044072168096","-73.9647515833425"
"668","40.7034836390237","-73.9641699636275"
