fid,ID,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station name,end station latitude,end station longitude,birth year,gender
"11153","27824",2020/7/6 15:18,2020/7/6 15:24,"3798",W 40 St & 5 Ave,40.752269,-73.982079,E 17 St & Broadway,40.73704984,-73.99009296,"1966","1"
"11154","27828",2020/7/6 15:18,2020/7/6 15:36,"3147",E 85 St & 3 Ave,40.77801203,-73.95407149,Central Park West & W 76 St,40.77896784,-73.97374737,"1972","2"
"11155","27829",2020/7/6 15:18,2020/7/6 15:24,"3686",Gansevoort St & Hudson St,40.7394482,-74.00507033,W 26 St & 8 Ave,40.74734825,-73.99723551,"1956","1"
"11156","27836",2020/7/6 15:18,2020/7/6 15:23,"3435",Grand St & Elizabeth St,40.718822,-73.99596,Allen St & Hester St,40.71605866,-73.99190759,"1995","1"
"11157","27838",2020/7/6 15:18,2020/7/6 15:41,"3934",St Nicholas Ave & E 134 St,40.816234,-73.948222,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,"1993","1"
"11158","27840",2020/7/6 15:18,2020/7/6 15:47,"3799",6 Ave & W 34 St,40.74964,-73.98805,Sands St Gate,40.699569,-73.979827,"1969","0"
"11159","27845",2020/7/6 15:18,2020/7/6 15:42,"3295",Central Park W & W 96 St,40.79127,-73.964839,Riverside Dr & W 138 St,40.823168,-73.955857,"1992","2"
"11160","27848",2020/7/6 15:18,2020/7/6 15:26,"3536",W 116 St & Broadway,40.8082,-73.9641,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,"1996","1"
"11161","27850",2020/7/6 15:18,2020/7/6 15:40,"3457",E 58 St & Madison Ave,40.76302594,-73.97209525,47 Ave & 31 St,40.743,-73.93561,"1956","1"
"11162","27852",2020/7/6 15:18,2020/7/6 15:20,"195",Liberty St & Broadway,40.70905623,-74.01043382,Maiden Ln & Pearl St,40.70706456,-74.00731853,"1989","1"
"11163","27853",2020/7/6 15:18,2020/7/6 15:31,"264",Maiden Ln & Pearl St,40.70706456,-74.00731853,Henry St & Grand St,40.714211,-73.981095,"1981","1"
"11164","27854",2020/7/6 15:18,2020/7/6 15:20,"380",W 4 St & 7 Ave S,40.73401143,-74.00293877,Washington Pl & 6 Ave,40.73224119,-74.00026394,"1994","1"
"11165","27856",2020/7/6 15:18,2020/7/6 15:28,"402",Broadway & E 22 St,40.7403432,-73.98955109,W 33 St & 7 Ave,40.75019995,-73.99093085,"1983","1"
"11166","27857",2020/7/6 15:18,2020/7/6 16:15,"3783",Cliff St & Fulton St,40.70838,-74.00495,John St & William St,40.70862144,-74.00722156,"1969","0"
"11167","27860",2020/7/6 15:18,2020/7/6 15:24,"3711",E 13 St & Avenue A,40.72966729,-73.98067966,Broadway & E 14 St,40.73454567,-73.99074142,"1994","2"
"11168","27861",2020/7/6 15:18,2020/7/6 15:26,"3518",Lenox Ave & W 126 St,40.808442,-73.9452087,5 Ave & E 103 St,40.7922553,-73.95249933,"1987","2"
"11169","27863",2020/7/6 15:18,2020/7/6 15:25,"3335",Union St & 4 Ave,40.6772744,-73.98282002,Dean St & 4 Ave,40.68312489,-73.97895137,"1969","0"
"11170","27864",2020/7/6 15:18,2020/7/6 15:23,"3641",Broadway & W 25 St,40.74286877,-73.98918629,E 25 St & 2 Ave,40.73912601,-73.97973776,"1993","1"
"11171","27871",2020/7/6 15:18,2020/7/6 15:51,"323",Lawrence St & Willoughby St,40.69236178,-73.98631746,Kingston Ave & Herkimer St,40.67890679,-73.94142771,"1983","2"
"11172","27872",2020/7/6 15:18,2020/7/6 15:27,"3398",Smith St & 9 St,40.6746957,-73.99785768,3 Ave & 14 St,40.6685455,-73.99333264,"1969","0"
"11173","27874",2020/7/6 15:18,2020/7/6 15:35,"517",Pershing Square South,40.751581,-73.97791,Fulton St & William St,40.70955958,-74.00653609,"1986","1"
"11174","27880",2020/7/6 15:18,2020/7/6 15:35,"79",Franklin St & W Broadway,40.71911552,-74.00666661,Lexington Ave & E 29 St,40.74311555,-73.98215353,"1993","2"
"11175","27884",2020/7/6 15:18,2020/7/6 15:29,"3812",University Pl & E 14 St,40.734814,-73.992085,Rivington St & Ridge St,40.71850211,-73.98329859,"1993","1"
"11176","27885",2020/7/6 15:18,2020/7/6 15:44,"285",Broadway & E 14 St,40.73454567,-73.99074142,W 59 St & 10 Ave,40.770513,-73.988038,"1988","1"
"11177","27886",2020/7/6 15:18,2020/7/6 15:26,"3398",Smith St & 9 St,40.6746957,-73.99785768,3 Ave & 14 St,40.6685455,-73.99333264,"1994","1"
"11178","27887",2020/7/6 15:18,2020/7/6 15:28,"477",W 41 St & 8 Ave,40.75640548,-73.9900262,E 33 St & 1 Ave,40.74322681,-73.97449784,"1990","1"
"11179","27889",2020/7/6 15:18,2020/7/6 15:31,"3707",Lexington Ave & E 26 St,40.741459,-73.983293,Broadway & W 56 St,40.7652654,-73.98192338,"1961","1"
"11180","27891",2020/7/6 15:18,2020/7/6 15:35,"3335",Union St & 4 Ave,40.6772744,-73.98282002,Sigourney St & Columbia St,40.67267243,-74.00879525,"1969","0"
"11181","27892",2020/7/6 15:18,2020/7/6 15:30,"229",Great Jones St,40.72743423,-73.99379025,Allen St & Hester St,40.71605866,-73.99190759,"1958","2"
"11182","27896",2020/7/6 15:19,2020/7/6 15:23,"3707",Lexington Ave & E 26 St,40.741459,-73.983293,Broadway & E 22 St,40.7403432,-73.98955109,"1967","2"
"11183","27897",2020/7/6 15:19,2020/7/6 15:31,"3119",Vernon Blvd & 50 Ave,40.74232744,-73.95411749,Driggs Ave & N Henry St,40.72325,-73.94308,"1974","1"
"11184","27898",2020/7/6 15:19,2020/7/6 15:44,"472",E 32 St & Park Ave,40.7457121,-73.98194829,E 25 St & 2 Ave,40.73912601,-73.97973776,"1958","1"
"11185","27900",2020/7/6 15:19,2020/7/6 15:34,"3424",E 106 St & Lexington Ave,40.791976,-73.945993,5 Ave & E 73 St,40.77282817,-73.96685276,"1984","1"
"11186","27901",2020/7/6 15:19,2020/7/6 15:53,"224",Spruce St & Nassau St,40.71146364,-74.00552427,Classon Ave & St Marks Ave,40.6765198,-73.9596082,"1968","1"
"11187","27902",2020/7/6 15:19,2020/7/6 15:51,"505",6 Ave & W 33 St,40.74901271,-73.98848395,Suydam St & Knickerbocker Ave,40.702013,-73.923769,"1996","1"
"11188","27905",2020/7/6 15:19,2020/7/6 15:48,"390",Duffield St & Willoughby St,40.69221589,-73.9842844,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,"1993","0"
"11189","27906",2020/7/6 15:19,2020/7/6 15:25,"3914",West End Ave & W 78 St,40.783786,-73.981687,W 63 St & Broadway,40.77163851,-73.98261428,"1994","1"
"11190","27909",2020/7/6 15:19,2020/7/6 15:47,"504",1 Ave & E 16 St,40.73221853,-73.98165557,W 38 St & 8 Ave,40.75466591,-73.99138152,"1976","2"
"11191","27912",2020/7/6 15:19,2020/7/6 15:55,"474",5 Ave & E 29 St,40.7451677,-73.98683077,Pike St & Monroe St,40.71173107,-73.99193043,"1969","0"
"11192","27913",2020/7/6 15:19,2020/7/6 15:26,"472",E 32 St & Park Ave,40.7457121,-73.98194829,Broadway & W 38 St,40.75299641,-73.98721619,"1966","1"
"11193","27916",2020/7/6 15:19,2020/7/6 15:31,"504",1 Ave & E 16 St,40.73221853,-73.98165557,Stanton St & Chrystie St,40.72229346,-73.99147535,"1981","2"
"11194","27917",2020/7/6 15:19,2020/7/6 15:25,"312",Allen St & Stanton St,40.722055,-73.989111,E 13 St & Avenue A,40.72966729,-73.98067966,"1993","1"
"11195","27919",2020/7/6 15:19,2020/7/6 15:22,"496",E 16 St & 5 Ave,40.73726186,-73.99238967,E 12 St & 3 Ave,40.73223272,-73.98889957,"1983","1"
"11196","27921",2020/7/6 15:19,2020/7/6 15:24,"251",Mott St & Prince St,40.72317958,-73.99480012,Stanton St & Norfolk St,40.720747,-73.986274,"1972","1"
"11197","27922",2020/7/6 15:19,2020/7/6 15:24,"3260",Mercer St & Bleecker St,40.72706363,-73.99662137,Lafayette St & E 8 St,40.73020661,-73.99102628,"1964","1"
"11199","27932",2020/7/6 15:19,2020/7/6 16:21,"3416",7 Ave & Park Pl,40.6776147,-73.97324283,Union Ave & Wallabout St,40.70029511,-73.95032283,"1991","1"
"11200","27933",2020/7/6 15:19,2020/7/6 15:32,"2006",Central Park S & 6 Ave,40.76590936,-73.97634151,E 78 St & 2 Ave,40.7727966,-73.95577801,"1969","0"
"11202","27938",2020/7/6 15:19,2020/7/6 15:25,"503",E 20 St & Park Ave,40.73827428,-73.98751968,W 15 St & 6 Ave,40.73804614,-73.99642959,"1993","1"
"11203","27939",2020/7/6 15:19,2020/7/6 15:53,"3569",Franklin Ave & St Marks Ave,40.6758324,-73.9561677,S 4 St & Rodney St,40.70934,-73.95608,"1987","1"
"11204","27940",2020/7/6 15:19,2020/7/6 15:23,"446",W 24 St & 7 Ave,40.74487634,-73.99529885,W 18 St & 6 Ave,40.73971301,-73.99456405,"1994","2"
"11205","27941",2020/7/6 15:19,2020/7/6 15:37,"367",E 53 St & Lexington Ave,40.75828065,-73.97069431,37 Ave & 35 St,40.7531106,-73.9279917,"1978","1"
"11206","27942",2020/7/6 15:19,2020/7/6 16:05,"259",South St & Whitehall St,40.70122128,-74.01234218,W 11 St & 6 Ave,40.73532427,-73.99800419,"1969","0"
"11208","27953",2020/7/6 15:19,2020/7/6 16:05,"490",8 Ave & W 33 St,40.751551,-73.993934,E 43 St & 5 Ave,40.75412081,-73.98025185,"1979","1"
"11209","27959",2020/7/6 15:19,2020/7/6 15:41,"311",Norfolk St & Broome St,40.7172274,-73.98802084,W 11 St & 6 Ave,40.73532427,-73.99800419,"1982","1"
"11210","27965",2020/7/6 15:20,2020/7/6 15:29,"466",W 25 St & 6 Ave,40.74395411,-73.99144871,10 Ave & W 28 St,40.75066386,-74.00176802,"1990","1"
"11211","27968",2020/7/6 15:20,2020/7/6 15:38,"3783",Cliff St & Fulton St,40.70838,-74.00495,Broadway & Battery Pl,40.70463334,-74.01361706,"1969","0"
"11212","27969",2020/7/6 15:20,2020/7/6 15:28,"3159",W 67 St & Broadway,40.77492513,-73.98266566,E 59 St & Madison Ave,40.76350532,-73.97109243,"1969","0"
"11213","27971",2020/7/6 15:20,2020/7/6 16:05,"3534",Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,E 110 St & Madison Ave,40.7961535,-73.94782145,"1985","1"
"11214","27973",2020/7/6 15:20,2020/7/6 15:48,"390",Duffield St & Willoughby St,40.69221589,-73.9842844,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,"1993","2"
"11215","27974",2020/7/6 15:20,2020/7/6 15:25,"3453",Devoe St & Lorimer St,40.71335226,-73.94910336,Graham Ave & Conselyea St,40.715143,-73.944507,"1990","1"
"11216","27977",2020/7/6 15:20,2020/7/6 15:29,"3847",Cedar St & Evergreen Ave,40.69671,-73.92807,Waterbury St & Stagg St,40.71019,-73.93734,"1988","1"
"11217","27979",2020/7/6 15:20,2020/7/6 15:27,"503",E 20 St & Park Ave,40.73827428,-73.98751968,E 13 St & Avenue A,40.72966729,-73.98067966,"1990","1"
"11218","27981",2020/7/6 15:20,2020/7/6 15:26,"268",Howard St & Centre St,40.71910537,-73.99973337,Stanton St & Chrystie St,40.72229346,-73.99147535,"1957","1"
"11219","27982",2020/7/6 15:20,2020/7/6 15:26,"293",Lafayette St & E 8 St,40.73020661,-73.99102628,E 13 St & Avenue A,40.72966729,-73.98067966,"1998","2"
"11220","27983",2020/7/6 15:20,2020/7/6 15:32,"3134",3 Ave & E 62 St,40.76312584,-73.96526895,2 Ave & E 31 St,40.74290902,-73.97706058,"1953","1"
"11221","27985",2020/7/6 15:20,2020/7/6 15:28,"435",W 21 St & 6 Ave,40.74173969,-73.99415556,W 41 St & 8 Ave,40.75640548,-73.9900262,"1989","1"
"11222","27987",2020/7/6 15:20,2020/7/6 15:22,"3799",6 Ave & W 34 St,40.74964,-73.98805,Broadway & W 36 St,40.75097711,-73.98765428,"1994","1"
"11223","27989",2020/7/6 15:20,2020/7/6 16:14,"3534",Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,Pike St & Monroe St,40.71173107,-73.99193043,"1997","1"
"11224","27991",2020/7/6 15:20,2020/7/6 15:34,"3553",Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,Adam Clayton Powell Blvd & W 141 St,40.819241,-73.941057,"1987","1"
"11225","27992",2020/7/6 15:20,2020/7/6 15:27,"3552",W 113 St & Broadway,40.805973,-73.964928,Cathedral Pkwy & Broadway,40.804213,-73.96699104,"1969","0"
"11226","27995",2020/7/6 15:20,2020/7/6 15:25,"297",E 15 St & 3 Ave,40.734232,-73.986923,W 18 St & 6 Ave,40.73971301,-73.99456405,"1970","0"
"11227","28000",2020/7/6 15:20,2020/7/6 15:43,"298",3 Ave & Schermerhorn St,40.68683208,-73.9796772,Park Pl & Vanderbilt Ave,40.6767,-73.969024,"1990","1"
"11228","28003",2020/7/6 15:20,2020/7/6 15:33,"446",W 24 St & 7 Ave,40.74487634,-73.99529885,E 4 St & 2 Ave,40.7262807,-73.98978041,"1968","2"
"11229","28008",2020/7/6 15:20,2020/7/6 15:29,"3674",Jay St & York St,40.70140317,-73.9867267,Butler St & Court St,40.6849894,-73.99440329,"1993","1"
"11230","28010",2020/7/6 15:20,2020/7/6 15:52,"474",5 Ave & E 29 St,40.7451677,-73.98683077,Leonard St & Church St,40.717571,-74.005549,"1989","2"
"11232","28013",2020/7/6 15:21,2020/7/6 15:34,"3159",W 67 St & Broadway,40.77492513,-73.98266566,W 95 St & Broadway,40.7937704,-73.971888,"1996","1"
"11233","28014",2020/7/6 15:21,2020/7/6 15:39,"3295",Central Park W & W 96 St,40.79127,-73.964839,W 52 St & 6 Ave,40.76132983,-73.97982001,"1973","1"
"11234","28016",2020/7/6 15:21,2020/7/6 15:31,"250",Lafayette St & Jersey St,40.72456089,-73.99565293,E 10 St & Avenue A,40.72740794,-73.98142006,"1960","2"
"11235","28018",2020/7/6 15:21,2020/7/6 15:30,"3159",W 67 St & Broadway,40.77492513,-73.98266566,Broadway & W 56 St,40.7652654,-73.98192338,"2000","1"
"11236","28019",2020/7/6 15:21,2020/7/6 15:26,"252",MacDougal St & Washington Sq,40.73226398,-73.99852205,Perry St & Bleecker St,40.73535398,-74.00483091,"1970","1"
"11237","28024",2020/7/6 15:21,2020/7/6 15:23,"264",Maiden Ln & Pearl St,40.70706456,-74.00731853,Pearl St & Peck Slip,40.708485,-74.002751,"1989","1"
"11238","28025",2020/7/6 15:21,2020/7/6 15:31,"307",Canal St & Rutgers St,40.71427487,-73.98990025,E 6 St & Avenue D,40.72228087,-73.97668709,"1990","1"
"11239","28026",2020/7/6 15:21,2020/7/6 15:39,"369",Washington Pl & 6 Ave,40.73224119,-74.00026394,W 4 St & 7 Ave S,40.73401143,-74.00293877,"1994","1"
"11240","28029",2020/7/6 15:21,2020/7/6 19:35,"4037",Roosevelt Island Tramway,40.757284,-73.9536,Motorgate,40.7639089,-73.9477213,"1969","0"
"11241","28030",2020/7/6 15:21,2020/7/6 15:30,"3553",Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,E 106 St & Lexington Ave,40.791976,-73.945993,"1987","1"
"11242","28031",2020/7/6 15:21,2020/7/6 15:53,"3785",W 42 St & 6 Ave,40.75492,-73.98455,1 Ave & E 110 St,40.7923272,-73.9383,"1993","1"
"11243","28033",2020/7/6 15:21,2020/7/6 15:26,"297",E 15 St & 3 Ave,40.734232,-73.986923,Lafayette St & E 8 St,40.73020661,-73.99102628,"1971","1"
"11244","28034",2020/7/6 15:21,2020/7/6 15:34,"3812",University Pl & E 14 St,40.734814,-73.992085,Hudson St & Reade St,40.71625008,-74.0091059,"1966","1"
"11245","28036",2020/7/6 15:21,2020/7/6 15:22,"316",Fulton St & William St,40.70955958,-74.00653609,Maiden Ln & Pearl St,40.70706456,-74.00731853,"1989","1"
"11246","28037",2020/7/6 15:21,2020/7/6 15:27,"3731",W 47 St & 6 Ave,40.758397,-73.98255,W 47 St & 10 Ave,40.76269882,-73.99301222,"1989","1"
"11247","28040",2020/7/6 15:21,2020/7/6 15:40,"3147",E 85 St & 3 Ave,40.77801203,-73.95407149,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308,"1979","1"
"11248","28043",2020/7/6 15:21,2020/7/6 15:23,"3508",St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,Morningside Ave & W 123 St,40.81,-73.9551508,"1967","1"
"11250","28045",2020/7/6 15:21,2020/7/6 15:35,"4037",Roosevelt Island Tramway,40.757284,-73.9536,Motorgate,40.7639089,-73.9477213,"1969","0"
"11251","28046",2020/7/6 15:21,2020/7/6 15:25,"435",W 21 St & 6 Ave,40.74173969,-73.99415556,9 Ave & W 22 St,40.7454973,-74.00197139,"1996","1"
"11252","28048",2020/7/6 15:21,2020/7/6 15:32,"304",Broadway & Battery Pl,40.70463334,-74.01361706,Pier 40 - Hudson River Park,40.72771408,-74.01129574,"1989","2"
"11253","28054",2020/7/6 15:21,2020/7/6 15:35,"281",Grand Army Plaza & Central Park S,40.7643971,-73.97371465,E 51 St & 2 Ave,40.755293,-73.967641,"1991","2"
"11254","28056",2020/7/6 15:21,2020/7/6 15:25,"442",W 27 St & 7 Ave,40.746647,-73.993915,W 38 St & 8 Ave,40.75466591,-73.99138152,"1985","1"
"11255","28057",2020/7/6 15:21,2020/7/6 15:48,"79",Franklin St & W Broadway,40.71911552,-74.00666661,12 Ave & W 40 St,40.76087502,-74.00277668,"1960","1"
"11257","28063",2020/7/6 15:21,2020/7/6 16:01,"316",Fulton St & William St,40.70955958,-74.00653609,Canal St & Rutgers St,40.71427487,-73.98990025,"1992","1"
"11258","28066",2020/7/6 15:21,2020/7/6 15:42,"195",Liberty St & Broadway,40.70905623,-74.01043382,W 37 St & 10 Ave,40.75660359,-73.9979009,"1970","1"
"11259","28067",2020/7/6 15:21,2020/7/6 15:49,"3159",W 67 St & Broadway,40.77492513,-73.98266566,Lenox Ave & W 126 St,40.808442,-73.9452087,"1979","1"
"11260","28069",2020/7/6 15:21,2020/7/6 15:35,"3165",Central Park West & W 72 St,40.77579377,-73.97620574,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,"1996","2"
"11261","28070",2020/7/6 15:21,2020/7/6 15:33,"3783",Cliff St & Fulton St,40.70838,-74.00495,Lafayette St & Jersey St,40.72456089,-73.99565293,"1996","1"
"11262","28072",2020/7/6 15:21,2020/7/6 15:29,"303",Mercer St & Spring St,40.72362738,-73.99949601,Great Jones St,40.72743423,-73.99379025,"1987","2"
"11263","28073",2020/7/6 15:21,2020/7/6 15:57,"469",Broadway & W 53 St,40.76344058,-73.98268129,Riverside Dr & W 145 St,40.827305,-73.951989,"1997","1"
"11264","28075",2020/7/6 15:21,2020/7/6 15:46,"484",W 44 St & 5 Ave,40.75500254,-73.98014437,W 38 St & 8 Ave,40.75466591,-73.99138152,"1959","1"
"11265","28076",2020/7/6 15:21,2020/7/6 15:26,"376",John St & William St,40.70862144,-74.00722156,Murray St & Greenwich St,40.71485151,-74.01122332,"1969","1"
"11266","28081",2020/7/6 15:22,2020/7/6 15:29,"3307",West End Ave & W 94 St,40.7941654,-73.974124,Riverside Dr & W 104 St,40.8013434,-73.97114574,"1961","2"
"11267","28082",2020/7/6 15:22,2020/7/6 15:41,"519",Pershing Square North,40.751873,-73.977706,Barrow St & Hudson St,40.73172428,-74.00674436,"1998","1"
"11268","28086",2020/7/6 15:22,2020/7/6 15:25,"402",Broadway & E 22 St,40.7403432,-73.98955109,W 27 St & 7 Ave,40.746647,-73.993915,"1950","1"
"11271","28089",2020/7/6 15:22,2020/7/6 15:39,"229",Great Jones St,40.72743423,-73.99379025,W 31 St & 7 Ave,40.749156,-73.9916,"1975","1"
"11272","28090",2020/7/6 15:22,2020/7/6 15:37,"239",Willoughby St & Fleet St,40.69196566,-73.9813018,Classon Ave & St Marks Ave,40.6765198,-73.9596082,"1980","1"
"11273","28093",2020/7/6 15:22,2020/7/6 15:44,"484",W 44 St & 5 Ave,40.75500254,-73.98014437,E 31 St & 3 Ave,40.74394314,-73.97966069,"1980","1"
"11274","28095",2020/7/6 15:22,2020/7/6 15:34,"3785",W 42 St & 6 Ave,40.75492,-73.98455,E 39 St & 3 Ave,40.7489006,-73.97604882,"1982","1"
"11276","28100",2020/7/6 15:22,2020/7/6 16:08,"3409",Bergen St & Smith St,40.6867443,-73.99063168,Grand St & Greene St,40.72170005,-74.00238141,"1992","1"
"11277","28101",2020/7/6 15:22,2020/7/6 15:33,"474",5 Ave & E 29 St,40.7451677,-73.98683077,E 39 St & 2 Ave,40.74780373,-73.9734419,"1969","0"
"11278","28103",2020/7/6 15:22,2020/7/6 15:51,"3042",Fulton St & Utica Ave,40.6794268,-73.9298911,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,"1969","0"
"11279","28104",2020/7/6 15:22,2020/7/6 15:37,"334",W 20 St & 7 Ave,40.74238787,-73.99726235,Howard St & Centre St,40.71910537,-73.99973337,"1991","1"
"11280","28107",2020/7/6 15:22,2020/7/6 15:41,"519",Pershing Square North,40.751873,-73.977706,Barrow St & Hudson St,40.73172428,-74.00674436,"1998","1"
"11281","28108",2020/7/6 15:22,2020/7/6 15:27,"3707",Lexington Ave & E 26 St,40.741459,-73.983293,E 39 St & 3 Ave,40.7489006,-73.97604882,"1981","2"
"11282","28109",2020/7/6 15:22,2020/7/6 15:34,"3335",Union St & 4 Ave,40.6772744,-73.98282002,7 Ave & Park Pl,40.6776147,-73.97324283,"1973","1"
"11283","28112",2020/7/6 15:22,2020/7/6 15:29,"519",Pershing Square North,40.751873,-73.977706,W 41 St & 8 Ave,40.75640548,-73.9900262,"1990","1"
"11284","28115",2020/7/6 15:22,2020/7/6 15:29,"3725",2 Ave & E 72 St,40.76876203,-73.95840794,E 85 St & 3 Ave,40.77801203,-73.95407149,"1995","2"
"11285","28121",2020/7/6 15:22,2020/7/6 15:39,"330",Reade St & Broadway,40.71450451,-74.00562789,E 16 St & 5 Ave,40.73726186,-73.99238967,"1983","2"
"11286","28126",2020/7/6 15:22,2020/7/15 23:05,"474",5 Ave & E 29 St,40.7451677,-73.98683077,9 Ave & W 45 St,40.76019252,-73.9912551,"1969","0"
"11287","28128",2020/7/6 15:22,2020/7/6 15:53,"3882",Norman St & Wyckoff Ave,40.69517,-73.90311,Cambridge Pl & Gates Ave,40.68488,-73.96304,"1973","1"
"11288","28130",2020/7/6 15:22,2020/7/6 15:26,"3914",West End Ave & W 78 St,40.783786,-73.981687,Riverside Dr & W 72 St,40.78057799,-73.98562431,"1962","2"
"11289","28131",2020/7/6 15:22,2020/7/6 15:46,"297",E 15 St & 3 Ave,40.734232,-73.986923,E 11 St & 2 Ave,40.73047309,-73.98672378,"1964","1"
"11290","28134",2020/7/6 15:22,2020/7/6 15:37,"297",E 15 St & 3 Ave,40.734232,-73.986923,Avenue C & E 18 St,40.730563,-73.973984,"1992","1"
"11291","28135",2020/7/6 15:22,2020/7/6 16:03,"4000",Lenox Ave & W 144 St,40.819783,-73.936521,W 38 St & 8 Ave,40.75466591,-73.99138152,"1969","0"
"11292","28138",2020/7/6 15:22,2020/7/6 15:32,"3707",Lexington Ave & E 26 St,40.741459,-73.983293,W 17 St & 8 Ave,40.74177603,-74.00149746,"1975","1"
"11293","28139",2020/7/6 15:22,2020/7/6 15:30,"3715",Driggs Ave & N 9 St,40.71816969,-73.95520136,Scholes St & Manhattan Ave,40.70870368,-73.9448625,"1984","1"
"11294","28140",2020/7/6 15:22,2020/7/6 16:04,"3429",Hanson Pl & Ashland Pl,40.68506807,-73.9779076,Wyckoff Av & Stanhope St,40.703545,-73.917775,"1999","1"
"11295","28145",2020/7/6 15:22,2020/7/6 15:39,"3781",Greene Av & Myrtle Av,40.698568,-73.918877,Madison St & Seneca Ave,40.70183,-73.90625,"1997","1"
"11296","28149",2020/7/6 15:23,2020/7/6 15:27,"435",W 21 St & 6 Ave,40.74173969,-73.99415556,W 22 St & 10 Ave,40.74691959,-74.00451887,"1963","2"
"11297","28150",2020/7/6 15:23,2020/7/6 15:57,"285",Broadway & E 14 St,40.73454567,-73.99074142,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,"1983","1"
"11298","28151",2020/7/6 15:23,2020/7/6 15:30,"3905",4 Ave & E 12 St,40.732647,-73.99011,Bank St & Washington St,40.7361967,-74.00859207,"1971","2"
"11299","28152",2020/7/6 15:23,2020/7/6 15:26,"3641",Broadway & W 25 St,40.74286877,-73.98918629,6 Ave & W 33 St,40.74901271,-73.98848395,"1971","1"
"11300","28154",2020/7/6 15:23,2020/7/6 15:45,"3255",8 Ave & W 31 St,40.75058535,-73.99468482,E 56 St & 3 Ave,40.75934501,-73.96759673,"1983","1"
"11301","28157",2020/7/6 15:23,2020/7/6 15:39,"3158",W 63 St & Broadway,40.77163851,-73.98261428,W 95 St & Broadway,40.7937704,-73.971888,"1982","2"
"11302","28161",2020/7/6 15:23,2020/7/6 15:30,"3812",University Pl & E 14 St,40.734814,-73.992085,W 24 St & 7 Ave,40.74487634,-73.99529885,"1964","1"
"11303","28162",2020/7/6 15:23,2020/7/6 15:24,"453",W 22 St & 8 Ave,40.74475148,-73.99915362,W 24 St & 7 Ave,40.74487634,-73.99529885,"1978","1"
"11304","28163",2020/7/6 15:23,2020/7/6 15:37,"3083",Bushwick Ave & Powers St,40.71247661,-73.94100005,Graham Ave & Withers St,40.7169811,-73.94485918,"1984","1"
"11305","28165",2020/7/6 15:23,2020/7/6 15:43,"3534",Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,Willis Ave & E 137 St,40.808384,-73.923604,"1969","0"
"11306","28167",2020/7/6 15:23,2020/7/6 15:32,"293",Lafayette St & E 8 St,40.73020661,-73.99102628,W 13 St & 5 Ave,40.735445,-73.99431,"1965","1"
"11307","28168",2020/7/6 15:23,2020/7/6 15:35,"268",Howard St & Centre St,40.71910537,-73.99973337,E 13 St & Avenue A,40.72966729,-73.98067966,"1987","1"
"11308","28171",2020/7/6 15:23,2020/7/6 15:43,"484",W 44 St & 5 Ave,40.75500254,-73.98014437,W 26 St & 8 Ave,40.74734825,-73.99723551,"1981","2"
"11309","28174",2020/7/6 15:23,2020/7/6 15:28,"168",W 18 St & 6 Ave,40.73971301,-73.99456405,Bank St & Hudson St,40.73652889,-74.00618026,"1996","1"
"11310","28175",2020/7/6 15:23,2020/7/6 15:34,"267",Broadway & W 36 St,40.75097711,-73.98765428,8 Ave & W 52 St,40.76370739,-73.9851615,"1994","1"
"11311","28178",2020/7/6 15:23,2020/7/6 15:28,"490",8 Ave & W 33 St,40.751551,-73.993934,5 Ave & E 29 St,40.7451677,-73.98683077,"1964","1"
"11312","28181",2020/7/6 15:23,2020/7/6 15:28,"168",W 18 St & 6 Ave,40.73971301,-73.99456405,Bank St & Hudson St,40.73652889,-74.00618026,"1993","1"
"11313","28184",2020/7/6 15:23,2020/7/6 15:40,"3440",Fulton St & Adams St,40.69241829,-73.98949474,Pioneer St & Van Brunt St,40.679043,-74.011169,"1998","2"
"11314","28187",2020/7/6 15:23,2020/7/6 15:31,"3934",St Nicholas Ave & E 134 St,40.816234,-73.948222,W 147 St & Adam Clayton Powell Blvd,40.82281,-73.937413,"1994","1"
"11315","28190",2020/7/6 15:23,2020/7/6 15:26,"380",W 4 St & 7 Ave S,40.73401143,-74.00293877,Christopher St & Greenwich St,40.73291553,-74.00711384,"1959","1"
"11316","28191",2020/7/6 15:23,2020/7/6 15:28,"3709",W 15 St & 6 Ave,40.73804614,-73.99642959,Broadway & W 29 St,40.7462009,-73.98855723,"1956","1"
