fid,ID,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station name,end station latitude,end station longitude,birth year,gender
"3995","10882",2020/7/6 9:53,2020/7/6 9:57,"3335",Union St & 4 Ave,40.6772744,-73.98282002,Baltic St & 5 Ave,40.6795766,-73.97854971,"1969","2"
"3996","10885",2020/7/6 9:53,2020/7/6 10:07,"442",W 27 St & 7 Ave,40.746647,-73.993915,Mercer St & Spring St,40.72362738,-73.99949601,"1959","1"
"3997","10888",2020/7/6 9:53,2020/7/6 10:09,"3711",E 13 St & Avenue A,40.72966729,-73.98067966,11 Ave & W 27 St,40.751396,-74.005226,"1989","1"
"3998","10889",2020/7/6 9:53,2020/7/6 10:09,"281",Grand Army Plaza & Central Park S,40.7643971,-73.97371465,Central Park S & 6 Ave,40.76590936,-73.97634151,"1968","2"
"3999","10892",2020/7/6 9:53,2020/7/6 9:58,"417",Barclay St & Church St,40.71291224,-74.01020234,Lispenard St & Broadway,40.71939226,-74.00247214,"1977","1"
"4000","10894",2020/7/6 9:53,2020/7/6 9:58,"3799",6 Ave & W 34 St,40.74964,-73.98805,E 41 St & Madison Ave,40.75216528,-73.97992194,"1989","2"
"4001","10898",2020/7/6 9:53,2020/7/6 10:04,"3295",Central Park W & W 96 St,40.79127,-73.964839,5 Ave & E 73 St,40.77282817,-73.96685276,"1988","1"
"4002","10899",2020/7/6 9:53,2020/7/6 9:54,"281",Grand Army Plaza & Central Park S,40.7643971,-73.97371465,5 Ave & E 63 St,40.766368,-73.971518,"1966","1"
"4003","10902",2020/7/6 9:53,2020/7/6 10:21,"456",E 53 St & Madison Ave,40.7597108,-73.97402311,Stanton St & Chrystie St,40.72229346,-73.99147535,"1961","2"
"4004","10903",2020/7/6 9:53,2020/7/6 10:08,"453",W 22 St & 8 Ave,40.74475148,-73.99915362,2 Ave & E 31 St,40.74290902,-73.97706058,"1969","0"
"4005","10905",2020/7/6 9:53,2020/7/6 10:14,"3147",E 85 St & 3 Ave,40.77801203,-73.95407149,E 74 St & 1 Ave,40.7689738,-73.95482273,"1992","2"
"4006","10908",2020/7/6 9:53,2020/7/6 10:50,"3583",Eastern Pkwy & Washington Ave,40.6716493,-73.9631145,3 St & Prospect Park West,40.668132,-73.97363831,"1969","0"
"4008","10912",2020/7/6 9:53,2020/7/6 9:58,"3255",8 Ave & W 31 St,40.75058535,-73.99468482,9 Ave & W 28 St,40.74937024,-73.99923384,"1968","1"
"4009","10916",2020/7/6 9:53,2020/7/6 10:16,"3255",8 Ave & W 31 St,40.75058535,-73.99468482,Broadway & W 60 St,40.76915505,-73.98191841,"1976","2"
"4010","10917",2020/7/6 9:53,2020/7/6 9:59,"3504",E 123 St & Lexington Ave,40.8029263,-73.9379,E 118 St & 1 Ave,40.79747,-73.93504,"1961","1"
"4011","10920",2020/7/6 9:54,2020/7/6 10:03,"505",6 Ave & W 33 St,40.74901271,-73.98848395,W 45 St & 8 Ave,40.75929124,-73.98859651,"1969","0"
"4012","10926",2020/7/6 9:54,2020/7/6 10:05,"3578",Park Pl & Franklin Ave,40.6741806,-73.9564947,5 St & 6 Ave,40.6704836,-73.98208968,"1989","2"
"4014","10931",2020/7/6 9:54,2020/7/6 10:01,"3584",Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,Lincoln Pl & Classon Ave,40.6721683,-73.9609,"1969","0"
"4015","10936",2020/7/6 9:54,2020/7/6 10:15,"3871",Bushwick Ave & Furman Ave,40.68281,-73.90623,Franklin Ave & Myrtle Ave,40.69454609,-73.95801365,"2001","1"
"4016","10937",2020/7/6 9:54,2020/7/6 10:20,"4037",Roosevelt Island Tramway,40.757284,-73.9536,E 74 St & 1 Ave,40.7689738,-73.95482273,"1986","1"
"4017","10940",2020/7/6 9:54,2020/7/6 10:00,"2006",Central Park S & 6 Ave,40.76590936,-73.97634151,Broadway & W 51 St,40.76228826,-73.98336183,"1960","1"
"4018","10941",2020/7/6 9:54,2020/7/6 10:34,"128",MacDougal St & Prince St,40.72710258,-74.00297088,Cathedral Pkwy & Broadway,40.804213,-73.96699104,"1993","1"
"4019","10942",2020/7/6 9:54,2020/7/6 9:59,"3378",E 76 St & Park Ave,40.773763,-73.96222088,E 74 St & 1 Ave,40.7689738,-73.95482273,"1982","1"
"4020","10947",2020/7/6 9:54,2020/7/6 10:01,"3318",2 Ave & E 96 St,40.7839636,-73.9471673,1 Ave & E 78 St,40.77140426,-73.9535166,"1985","1"
"4021","10948",2020/7/6 9:54,2020/7/6 10:16,"546",E 30 St & Park Ave S,40.74444921,-73.98303529,Pike St & E Broadway,40.71406667,-73.99293911,"1989","2"
"4022","10950",2020/7/6 9:54,2020/7/6 9:58,"250",Lafayette St & Jersey St,40.72456089,-73.99565293,Allen St & Stanton St,40.722055,-73.989111,"1963","2"
"4023","10952",2020/7/6 9:54,2020/7/6 10:02,"437",Macon St & Nostrand Ave,40.68098339,-73.95004798,Franklin Ave & St Marks Ave,40.6758324,-73.9561677,"1990","1"
"4024","10957",2020/7/6 9:54,2020/7/6 10:10,"3508",St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,E 123 St & Lexington Ave,40.8029263,-73.9379,"1970","2"
"4025","10958",2020/7/6 9:54,2020/7/6 10:09,"490",8 Ave & W 33 St,40.751551,-73.993934,Broadway & W 60 St,40.76915505,-73.98191841,"1996","2"
"4026","10961",2020/7/6 9:54,2020/7/6 10:02,"3799",6 Ave & W 34 St,40.74964,-73.98805,W 55 St & 6 Ave,40.763189,-73.978434,"1995","2"
"4027","10962",2020/7/6 9:54,2020/7/6 10:06,"435",W 21 St & 6 Ave,40.74173969,-73.99415556,E 48 St & 5 Ave,40.75724568,-73.97805914,"1962","1"
"4028","10963",2020/7/6 9:54,2020/7/6 10:00,"3870",Melrose St & Broadway,40.697481,-73.935877,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,"1997","1"
"4029","10965",2020/7/6 9:55,2020/7/6 10:00,"540",Lexington Ave & E 29 St,40.74311555,-73.98215353,Broadway & W 25 St,40.74286877,-73.98918629,"1983","2"
"4030","10970",2020/7/6 9:55,2020/7/6 10:07,"450",W 49 St & 8 Ave,40.76227205,-73.98788205,W 16 St & The High Line,40.74334935,-74.00681753,"1983","1"
"4031","10971",2020/7/6 9:55,2020/7/6 10:03,"531",Forsyth St & Broome St,40.71893904,-73.99266288,Washington Pl & 6 Ave,40.73224119,-74.00026394,"1986","2"
"4032","10972",2020/7/6 9:55,2020/7/6 10:03,"312",Allen St & Stanton St,40.722055,-73.989111,E 13 St & Avenue A,40.72966729,-73.98067966,"1987","2"
"4033","10975",2020/7/6 9:55,2020/7/6 10:24,"3547",Broadway & Moylan Pl,40.8143256,-73.9590255,E 59 St & Madison Ave,40.76350532,-73.97109243,"1999","2"
"4034","10980",2020/7/6 9:55,2020/7/6 10:00,"312",Allen St & Stanton St,40.722055,-73.989111,Grand St & Elizabeth St,40.718822,-73.99596,"1955","1"
"4035","10981",2020/7/6 9:55,2020/7/6 10:15,"311",Norfolk St & Broome St,40.7172274,-73.98802084,E 30 St & Park Ave S,40.74444921,-73.98303529,"1988","2"
"4036","10982",2020/7/6 9:55,2020/7/6 10:01,"336",Sullivan St & Washington Sq,40.73047747,-73.99906065,Barrow St & Hudson St,40.73172428,-74.00674436,"1953","1"
"4038","10988",2020/7/6 9:55,2020/7/6 10:10,"469",Broadway & W 53 St,40.76344058,-73.98268129,Lexington Ave & E 36 St,40.74757396,-73.97880077,"1962","1"
"4039","10989",2020/7/6 9:55,2020/7/6 10:21,"484",W 44 St & 5 Ave,40.75500254,-73.98014437,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,"1990","1"
"4040","10993",2020/7/6 9:55,2020/7/6 10:29,"3260",Mercer St & Bleecker St,40.72706363,-73.99662137,South St & Whitehall St,40.70122128,-74.01234218,"1979","2"
"4041","10996",2020/7/6 9:55,2020/7/6 10:00,"3760",Willoughby Ave & Wyckoff Ave,40.705614,-73.92153,Irving Ave & Harman St,40.70108,-73.9179,"1992","2"
"4042","11001",2020/7/6 9:56,2020/7/6 10:02,"3686",Gansevoort St & Hudson St,40.7394482,-74.00507033,University Pl & E 14 St,40.734814,-73.992085,"1959","2"
"4043","11003",2020/7/6 9:56,2020/7/6 10:24,"195",Liberty St & Broadway,40.70905623,-74.01043382,10 Ave & W 28 St,40.75066386,-74.00176802,"1988","1"
"4044","11004",2020/7/6 9:56,2020/7/6 10:10,"252",MacDougal St & Washington Sq,40.73226398,-73.99852205,W 38 St & 8 Ave,40.75466591,-73.99138152,"1997","1"
"4045","11010",2020/7/6 9:56,2020/7/6 10:02,"3707",Lexington Ave & E 26 St,40.741459,-73.983293,Pershing Square South,40.751581,-73.97791,"1970","1"
"4046","11018",2020/7/6 9:56,2020/7/6 10:20,"499",Broadway & W 60 St,40.76915505,-73.98191841,Adam Clayton Powell Blvd & W 126 St,40.80949535,-73.94776493,"1955","1"
"4047","11020",2020/7/6 9:56,2020/7/6 10:29,"3823",Beaver St & Fayette St,40.70099,-73.93921,Humboldt St & Varet St,40.7031724,-73.940636,"1969","0"
"4048","11021",2020/7/6 9:56,2020/7/6 9:59,"323",Lawrence St & Willoughby St,40.69236178,-73.98631746,Schermerhorn St & Court St,40.69102926,-73.99183363,"1981","1"
"4049","11024",2020/7/6 9:56,2020/7/6 10:03,"504",1 Ave & E 16 St,40.73221853,-73.98165557,FDR Drive & E 35 St,40.744219,-73.97121214,"1976","1"
"4050","11025",2020/7/6 9:56,2020/7/6 9:57,"484",W 44 St & 5 Ave,40.75500254,-73.98014437,E 43 St & 5 Ave,40.75412081,-73.98025185,"1955","2"
"4051","11026",2020/7/6 9:56,2020/7/6 10:12,"3167",Amsterdam Ave & W 73 St,40.77966809,-73.98093045,W 104 St & Amsterdam Ave,40.79904139,-73.9664948,"1966","1"
"4052","11029",2020/7/6 9:56,2020/7/6 10:31,"4021",E 138 St & Grand Concourse,40.813224,-73.930605,1 Ave & E 68 St,40.76500525,-73.95818491,"1987","1"
"4053","11031",2020/7/6 9:56,2020/7/6 10:17,"319",Fulton St & Broadway,40.711066,-74.009447,E 10 St & Avenue A,40.72740794,-73.98142006,"1991","1"
"4054","11033",2020/7/6 9:56,2020/7/6 10:16,"274",Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,Willoughby St & Fleet St,40.69196566,-73.9813018,"1990","1"
"4055","11038",2020/7/6 9:57,2020/7/6 10:07,"3383",Cathedral Pkwy & Broadway,40.804213,-73.96699104,Columbus Ave & W 95 St,40.7919557,-73.968087,"1990","0"
"4056","11042",2020/7/6 9:57,2020/7/6 10:12,"168",W 18 St & 6 Ave,40.73971301,-73.99456405,Norfolk St & Broome St,40.7172274,-73.98802084,"1986","1"
"4057","11043",2020/7/6 9:57,2020/7/6 10:24,"304",Broadway & Battery Pl,40.70463334,-74.01361706,W 35 St & Dyer Ave,40.75469175,-73.99740189,"1989","1"
"4058","11044",2020/7/6 9:57,2020/7/6 10:04,"380",W 4 St & 7 Ave S,40.73401143,-74.00293877,Great Jones St,40.72743423,-73.99379025,"1994","2"
"4059","11046",2020/7/6 9:57,2020/7/6 10:16,"3379",E 103 St & Lexington Ave,40.7903051,-73.94755757,E 53 St & Madison Ave,40.7597108,-73.97402311,"1984","1"
"4062","11052",2020/7/6 9:57,2020/7/6 10:08,"497",E 17 St & Broadway,40.73704984,-73.99009296,St Marks Pl & 1 Ave,40.72779126,-73.98564945,"1952","2"
"4063","11055",2020/7/6 9:57,2020/7/6 10:02,"517",Pershing Square South,40.751581,-73.97791,E 30 St & Park Ave S,40.74444921,-73.98303529,"1967","1"
"4064","11057",2020/7/6 9:57,2020/7/6 10:09,"505",6 Ave & W 33 St,40.74901271,-73.98848395,Central Park S & 6 Ave,40.76590936,-73.97634151,"1973","2"
"4065","11059",2020/7/6 9:57,2020/7/6 10:04,"251",Mott St & Prince St,40.72317958,-73.99480012,Christopher St & Greenwich St,40.73291553,-74.00711384,"1980","2"
"4066","11066",2020/7/6 9:57,2020/7/6 10:03,"2006",Central Park S & 6 Ave,40.76590936,-73.97634151,Broadway & W 38 St,40.75299641,-73.98721619,"1985","1"
"4067","11069",2020/7/6 9:57,2020/7/6 10:19,"3242",Schermerhorn St & Court St,40.69102926,-73.99183363,Stanton St & Norfolk St,40.720747,-73.986274,"1992","2"
"4068","11070",2020/7/6 9:57,2020/7/6 10:01,"435",W 21 St & 6 Ave,40.74173969,-73.99415556,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,"1992","1"
"4069","11072",2020/7/6 9:57,2020/7/6 10:06,"3723",Cadman Plaza E & Johnson St,40.69531728,-73.99015725,Butler St & Court St,40.6849894,-73.99440329,"1993","1"
"4070","11073",2020/7/6 9:57,2020/7/6 10:09,"151",Cleveland Pl & Spring St,40.72210379,-73.99724901,Broadway & W 25 St,40.74286877,-73.98918629,"1989","1"
"4071","11078",2020/7/6 9:57,2020/7/6 10:09,"380",W 4 St & 7 Ave S,40.73401143,-74.00293877,9 Ave & W 28 St,40.74937024,-73.99923384,"1989","1"
"4072","11080",2020/7/6 9:57,2020/7/6 10:42,"3885",Onderdonk Ave & Gates Ave,40.70413,-73.90737,24 St & 41 Ave,40.752474,-73.939991,"1992","1"
"4073","11084",2020/7/6 9:58,2020/7/6 10:04,"3721",31 St & Newtown Ave,40.76754878,-73.92093346,28 Ave & 44 St,40.76408932,-73.91065121,"1973","1"
"4074","11085",2020/7/6 9:58,2020/7/6 10:07,"447",8 Ave & W 52 St,40.76370739,-73.9851615,9 Ave & W 22 St,40.7454973,-74.00197139,"1981","1"
"4075","11088",2020/7/6 9:58,2020/7/6 10:16,"3637",Fulton St & Waverly Ave,40.68323865,-73.96599591,Jay St & Tech Pl,40.695065,-73.987167,"1990","2"
"4076","11091",2020/7/6 9:58,2020/7/6 10:22,"2006",Central Park S & 6 Ave,40.76590936,-73.97634151,W 113 St & Broadway,40.805973,-73.964928,"1999","1"
"4077","11092",2020/7/6 9:58,2020/7/6 10:28,"4037",Roosevelt Island Tramway,40.757284,-73.9536,3 Ave & E 71 St,40.76873687,-73.96119945,"1989","2"
"4078","11093",2020/7/6 9:58,2020/7/6 10:18,"3738",Delancey St & Eldridge St,40.719383,-73.991479,5 Ave & E 29 St,40.7451677,-73.98683077,"1988","2"
"4079","11096",2020/7/6 9:58,2020/7/6 10:06,"3809",W 55 St & 6 Ave,40.763189,-73.978434,W 37 St & 5 Ave,40.75038009,-73.98338988,"1976","2"
"4080","11098",2020/7/6 9:58,2020/7/6 10:00,"281",Grand Army Plaza & Central Park S,40.7643971,-73.97371465,5 Ave & E 63 St,40.766368,-73.971518,"1966","1"
"4081","11102",2020/7/6 9:58,2020/7/6 10:22,"490",8 Ave & W 33 St,40.751551,-73.993934,W 26 St & 8 Ave,40.74734825,-73.99723551,"1995","1"
"4082","11104",2020/7/6 9:58,2020/7/6 10:16,"330",Reade St & Broadway,40.71450451,-74.00562789,1 Ave & E 18 St,40.73381219,-73.98054421,"1973","1"
"4083","11105",2020/7/6 9:58,2020/7/6 10:02,"442",W 27 St & 7 Ave,40.746647,-73.993915,8 Ave & W 33 St,40.751551,-73.993934,"1982","2"
"4084","11106",2020/7/6 9:58,2020/7/6 10:03,"3728",Pierrepont St & Monroe Pl,40.69535693,-73.99344027,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178,"1974","1"
"4085","11107",2020/7/6 9:58,2020/7/6 10:03,"3799",6 Ave & W 34 St,40.74964,-73.98805,E 30 St & Park Ave S,40.74444921,-73.98303529,"1970","1"
"4086","11108",2020/7/6 9:58,2020/7/6 10:05,"3435",Grand St & Elizabeth St,40.718822,-73.99596,Barclay St & Church St,40.71291224,-74.01020234,"1993","1"
"4088","11114",2020/7/6 9:58,2020/7/6 10:17,"319",Fulton St & Broadway,40.711066,-74.009447,E 10 St & Avenue A,40.72740794,-73.98142006,"1991","2"
"4089","11115",2020/7/6 9:58,2020/7/6 10:03,"3318",2 Ave & E 96 St,40.7839636,-73.9471673,E 81 St & 2 Ave,40.77477945,-73.95427465,"1989","1"
"4090","11118",2020/7/6 9:58,2020/7/6 10:08,"492",W 33 St & 7 Ave,40.75019995,-73.99093085,E 45 St & 3 Ave,40.75255434,-73.97282625,"1965","1"
"4091","11120",2020/7/6 9:58,2020/7/6 10:23,"3461",Murray St & Greenwich St,40.71485151,-74.01122332,12 Ave & W 40 St,40.76087502,-74.00277668,"1980","1"
"4092","11124",2020/7/6 9:58,2020/7/6 10:02,"3711",E 13 St & Avenue A,40.72966729,-73.98067966,Avenue D & E 12 St,40.72580614,-73.97422494,"1994","1"
"4093","11125",2020/7/6 9:58,2020/7/6 10:28,"446",W 24 St & 7 Ave,40.74487634,-73.99529885,West Thames St,40.70834698,-74.01713445,"1979","2"
"4094","11126",2020/7/6 9:58,2020/7/6 10:08,"492",W 33 St & 7 Ave,40.75019995,-73.99093085,W 55 St & 6 Ave,40.763189,-73.978434,"1969","0"
"4095","11128",2020/7/6 9:58,2020/7/6 10:08,"3959",Edgecombe Ave & W 145 St,40.823498,-73.94386,St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,"1969","0"
"4096","11129",2020/7/6 9:58,2020/7/6 10:06,"312",Allen St & Stanton St,40.722055,-73.989111,Grand St & Elizabeth St,40.718822,-73.99596,"1957","1"
"4097","11131",2020/7/6 9:59,2020/7/6 10:06,"3584",Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,Hancock St & Bedford Ave,40.68216564,-73.95399026,"1990","1"
"4098","11133",2020/7/6 9:59,2020/7/6 10:08,"3689",W 104 St & Amsterdam Ave,40.79904139,-73.9664948,W 116 St & Amsterdam Ave,40.8067581,-73.9607082,"1958","1"
"4099","11134",2020/7/6 9:59,2020/7/6 10:03,"367",E 53 St & Lexington Ave,40.75828065,-73.97069431,Pershing Square North,40.751873,-73.977706,"1994","1"
"4101","11138",2020/7/6 9:59,2020/7/6 10:17,"3165",Central Park West & W 72 St,40.77579377,-73.97620574,E 51 St & Lexington Ave,40.75714758,-73.97207836,"1993","1"
"4102","11140",2020/7/6 9:59,2020/7/6 10:03,"3154",E 77 St & 3 Ave,40.77314236,-73.95856158,E 85 St & 3 Ave,40.77801203,-73.95407149,"1987","1"
"4103","11142",2020/7/6 9:59,2020/7/6 10:15,"3809",W 55 St & 6 Ave,40.763189,-73.978434,E 89 St & 3 Ave,40.7806284,-73.9521667,"1996","2"
"4104","11143",2020/7/6 9:59,2020/7/6 10:05,"380",W 4 St & 7 Ave S,40.73401143,-74.00293877,W Broadway & Spring St,40.72494672,-74.00165856,"1983","1"
"4105","11144",2020/7/6 9:59,2020/7/6 10:26,"229",Great Jones St,40.72743423,-73.99379025,1 Ave & E 62 St,40.7612274,-73.96094022,"1971","1"
"4106","11145",2020/7/6 9:59,2020/7/6 10:03,"531",Forsyth St & Broome St,40.71893904,-73.99266288,Clinton St & Grand St,40.71559509,-73.9870295,"1999","2"
"4107","11147",2020/7/6 9:59,2020/7/6 10:12,"252",MacDougal St & Washington Sq,40.73226398,-73.99852205,West St & Chambers St,40.71754834,-74.01322069,"1961","2"
"4108","11149",2020/7/6 9:59,2020/7/6 10:16,"3674",Jay St & York St,40.70140317,-73.9867267,Fulton St & Adams St,40.69241829,-73.98949474,"1991","1"
"4109","11151",2020/7/6 9:59,2020/7/6 10:02,"3534",Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,"2001","0"
"4110","11156",2020/7/6 9:59,2020/7/6 10:05,"486",Broadway & W 29 St,40.7462009,-73.98855723,E 27 St & 1 Ave,40.739445,-73.976806,"1975","0"
"4111","11157",2020/7/6 9:59,2020/7/6 11:10,"499",Broadway & W 60 St,40.76915505,-73.98191841,E 89 St & York Ave,40.7779453,-73.946041,"1960","2"
"4112","11163",2020/7/6 9:59,2020/7/6 10:30,"456",E 53 St & Madison Ave,40.7597108,-73.97402311,Fulton St & William St,40.70955958,-74.00653609,"1961","1"
"4113","11164",2020/7/6 9:59,2020/7/6 10:02,"3812",University Pl & E 14 St,40.734814,-73.992085,W 11 St & 6 Ave,40.73532427,-73.99800419,"1976","1"
"4114","11165",2020/7/6 9:59,2020/7/6 10:11,"376",John St & William St,40.70862144,-74.00722156,Canal St & Rutgers St,40.71427487,-73.98990025,"1991","1"
"4115","11166",2020/7/6 9:59,2020/7/6 10:07,"3783",Cliff St & Fulton St,40.70838,-74.00495,Grand St & Elizabeth St,40.718822,-73.99596,"1985","1"
"4116","11167",2020/7/6 9:59,2020/7/6 10:41,"3767",Powers St & Olive St,40.71323,-73.93894,W 22 St & 10 Ave,40.74691959,-74.00451887,"1986","1"
"4117","11168",2020/7/6 9:59,2020/7/6 10:11,"469",Broadway & W 53 St,40.76344058,-73.98268129,Broadway & W 37 St,40.75172632,-73.98753523,"1962","1"
"4118","11169",2020/7/6 9:59,2020/7/6 10:44,"311",Norfolk St & Broome St,40.7172274,-73.98802084,Cherry St,40.71219906,-73.97948148,"1967","2"
"4120","11171",2020/7/6 9:59,2020/7/6 10:07,"453",W 22 St & 8 Ave,40.74475148,-73.99915362,W 38 St & 8 Ave,40.75466591,-73.99138152,"1981","1"
"4121","11175",2020/7/6 9:59,2020/7/6 10:06,"3255",8 Ave & W 31 St,40.75058535,-73.99468482,Lexington Ave & E 26 St,40.741459,-73.983293,"1977","1"
"4122","11177",2020/7/6 9:59,2020/7/6 10:29,"3314",W 95 St & Broadway,40.7937704,-73.971888,W 15 St & 10 Ave,40.74275383,-74.00747359,"1976","1"
"4123","11179",2020/7/6 9:59,2020/7/6 10:16,"525",W 34 St & 11 Ave,40.75594159,-74.0021163,E 39 St & 2 Ave,40.74780373,-73.9734419,"1971","1"
"4124","11189",2020/7/6 10:00,2020/7/6 10:12,"267",Broadway & W 36 St,40.75097711,-73.98765428,University Pl & E 8 St,40.73143724,-73.99490342,"1993","1"
"4125","11192",2020/7/6 10:00,2020/7/6 10:05,"3998",W 135 St & Lenox Terrace Pl,40.813619,-73.939336,St Nicholas Ave & W 137 St,40.818477,-73.947568,"1972","2"
"4126","11195",2020/7/6 10:00,2020/7/6 10:09,"456",E 53 St & Madison Ave,40.7597108,-73.97402311,Pershing Square South,40.751581,-73.97791,"1979","0"
"4127","11196",2020/7/6 10:00,2020/7/6 10:30,"3242",Schermerhorn St & Court St,40.69102926,-73.99183363,E 39 St & 3 Ave,40.7489006,-73.97604882,"1981","1"
"4128","11197",2020/7/6 10:00,2020/7/6 10:20,"285",Broadway & E 14 St,40.73454567,-73.99074142,Rivington St & Ridge St,40.71850211,-73.98329859,"1961","1"
"4129","11201",2020/7/6 10:00,2020/7/6 10:21,"447",8 Ave & W 52 St,40.76370739,-73.9851615,West End Ave & W 78 St,40.783786,-73.981687,"1982","1"
"4130","11202",2020/7/6 10:00,2020/7/6 10:12,"525",W 34 St & 11 Ave,40.75594159,-74.0021163,Bank St & Washington St,40.7361967,-74.00859207,"1969","0"
"4131","11203",2020/7/6 10:00,2020/7/6 10:32,"3082",Hope St & Union Ave,40.71167351,-73.95141312,E 77 St & 3 Ave,40.77314236,-73.95856158,"1978","1"
"4132","11204",2020/7/6 10:00,2020/7/6 11:02,"364",Lafayette Ave & Classon Ave,40.68900443,-73.96023854,14 St & 5 Ave,40.666287,-73.98895053,"1985","2"
"4133","11205",2020/7/6 10:00,2020/7/6 10:28,"496",E 16 St & 5 Ave,40.73726186,-73.99238967,Central Park West & W 76 St,40.77896784,-73.97374737,"1969","0"
"4134","11207",2020/7/6 10:00,2020/7/6 10:05,"505",6 Ave & W 33 St,40.74901271,-73.98848395,9 Ave & W 28 St,40.74937024,-73.99923384,"1994","1"
"4135","11208",2020/7/6 10:00,2020/7/6 10:22,"3235",E 41 St & Madison Ave,40.75216528,-73.97992194,W 84 St & Broadway,40.7867947,-73.977112,"1955","1"
"4136","11212",2020/7/6 10:00,2020/7/6 10:04,"319",Fulton St & Broadway,40.711066,-74.009447,Centre St & Worth St,40.71494807,-74.00234482,"1984","1"
"4137","11213",2020/7/6 10:00,2020/7/6 10:05,"505",6 Ave & W 33 St,40.74901271,-73.98848395,E 32 St & Park Ave,40.7457121,-73.98194829,"1967","1"
"4138","11214",2020/7/6 10:00,2020/7/6 10:23,"3509",Lenox Ave & W 115 St,40.8011939,-73.9500739,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,"1969","0"
"4140","11220",2020/7/6 10:00,2020/7/6 10:09,"3746",6 Ave & Broome St,40.72430832,-74.00473036,Bayard St & Baxter St,40.71602118,-73.99974372,"1994","2"
"4141","11228",2020/7/6 10:00,2020/7/6 10:09,"3145",E 84 St & Park Ave,40.77862688,-73.95772073,E 81 St & Park Ave,40.77677702,-73.9590097,"1967","2"
"4142","11229",2020/7/6 10:01,2020/7/6 10:27,"3232",Bond St & Fulton St,40.68962189,-73.98304269,Union St & Bedford Ave,40.6691783,-73.9554162,"1991","2"
"4143","11230",2020/7/6 10:01,2020/7/6 10:08,"442",W 27 St & 7 Ave,40.746647,-73.993915,E 17 St & Broadway,40.73704984,-73.99009296,"1954","1"
"4145","11234",2020/7/6 10:01,2020/7/6 10:12,"284",Greenwich Ave & 8 Ave,40.73901691,-74.00263761,E 30 St & Park Ave S,40.74444921,-73.98303529,"1989","2"
"4146","11237",2020/7/6 10:01,2020/7/6 10:37,"3553",Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,8 Ave & W 33 St,40.751551,-73.993934,"1978","1"
"4147","11238",2020/7/6 10:01,2020/7/6 10:04,"435",W 21 St & 6 Ave,40.74173969,-73.99415556,W 22 St & 10 Ave,40.74691959,-74.00451887,"1978","1"
"4148","11239",2020/7/6 10:01,2020/7/6 10:12,"334",W 20 St & 7 Ave,40.74238787,-73.99726235,W 37 St & 5 Ave,40.75038009,-73.98338988,"1971","1"
"4149","11241",2020/7/6 10:01,2020/7/6 10:10,"505",6 Ave & W 33 St,40.74901271,-73.98848395,E 31 St & 3 Ave,40.74394314,-73.97966069,"1959","1"
"4151","11246",2020/7/6 10:01,2020/7/6 10:11,"3131",E 68 St & 3 Ave,40.7671284,-73.96224618,E 53 St & Madison Ave,40.7597108,-73.97402311,"1974","2"
"4152","11247",2020/7/6 10:01,2020/7/6 10:12,"334",W 20 St & 7 Ave,40.74238787,-73.99726235,W 37 St & 5 Ave,40.75038009,-73.98338988,"1991","2"
"4153","11248",2020/7/6 10:01,2020/7/6 10:12,"173",Broadway & W 49 St,40.76068327,-73.98452729,W 38 St & 8 Ave,40.75466591,-73.99138152,"1969","0"
"4154","11250",2020/7/6 10:01,2020/7/6 10:19,"531",Forsyth St & Broome St,40.71893904,-73.99266288,Broadway & Battery Pl,40.70463334,-74.01361706,"1983","1"
"4155","11254",2020/7/6 10:01,2020/7/6 10:15,"3056",Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,"1975","1"
"4156","11255",2020/7/6 10:01,2020/7/6 10:26,"3707",Lexington Ave & E 26 St,40.741459,-73.983293,1 Ave & E 18 St,40.73381219,-73.98054421,"1996","1"
"4157","11257",2020/7/6 10:01,2020/7/6 10:11,"497",E 17 St & Broadway,40.73704984,-73.99009296,Pershing Square South,40.751581,-73.97791,"1957","2"
"4158","11259",2020/7/6 10:01,2020/7/6 10:03,"239",Willoughby St & Fleet St,40.69196566,-73.9813018,Johnson St & Gold St,40.69474881,-73.98362464,"1977","1"
"4160","11263",2020/7/6 10:01,2020/7/6 10:17,"312",Allen St & Stanton St,40.722055,-73.989111,W 13 St & 7 Ave,40.73781509,-73.99994661,"1990","1"
"4161","11265",2020/7/6 10:01,2020/7/6 10:07,"435",W 21 St & 6 Ave,40.74173969,-73.99415556,W 13 St & 5 Ave,40.735445,-73.99431,"1992","1"
